basin_id,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,elev_mean,slope_mean,area_gages2,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porosity,geol_permeability
1139800,3.3035154,2.1271853,0.22557908,0.26232898,0.64391565,19.45,1.1646707,225.55,3.278343,518.15,40.99895,22.8,1.0,5.2131257,4.633122,0.89903283,0.5260267,1.0,3.0,0.19,2.5106382,1.2302233,0.43580666,1.9362553,0.5179107,45.314804,41.821045,13.098176,4.0,1.0,-1.0,0.0,1.0,0.06,-11.8
1142500,3.3146708,2.1470468,0.17461991,0.2523079,0.6477406,19.8,1.1282052,224.75,3.206134,346.62,46.92575,82.17,0.9799,4.886292,4.237053,0.8848195,0.49340397,0.60496926,11.0,0.1839503,2.8768115,1.4560044,0.43802035,1.7786429,0.6224793,43.406597,41.92858,14.438576,4.0,0.7645014,7.0,0.09795832,0.7645014,0.0585,-12.5655
1144000,3.4208596,2.1577404,0.19115016,0.24846634,0.63075966,19.05,1.1339285,225.15,3.3159058,459.8,60.29261,1790.24,0.9813,5.1640344,4.4950814,0.89722157,0.49294683,0.731156,3.0,0.19602983,2.1067994,1.3487867,0.43602893,1.8766245,0.5666796,44.95952,41.25753,13.082396,7.0,0.66346925,4.0,0.32370672,0.32370672,0.0273,-13.3802
1162500,3.7835345,2.2574904,0.047446147,0.22676918,0.59666175,21.1,1.1467391,240.45,3.6349206,310.07,18.45782,49.71,0.9663,5.402682,4.149712,0.88447267,0.33293527,1.0,7.0,0.25,9.323077,1.5,0.40876183,3.658028,0.60439706,65.48676,25.589571,8.775572,0.0,0.7960529,7.0,0.20394714,0.0,0.01,-14.1
1169000,3.9211664,2.2525165,0.06382825,0.2389726,0.5744507,19.6,1.1264368,228.15,3.4411764,374.89,49.54362,230.64,0.997,5.378126,4.60685,0.9041424,0.45568448,0.9887832,7.0,0.24932699,3.9556136,1.2031819,0.4399412,1.7034568,0.5133627,42.507763,40.643326,12.696712,7.0,0.89439046,10.0,0.08591766,0.019691866,0.0204,-14.2609
1170100,3.8945818,2.2427874,0.065519094,0.23465374,0.57587373,19.95,1.1083333,226.35,3.3733234,325.71,49.33091,106.99,0.997,5.3840637,4.6199365,0.8998123,0.45679456,0.8582194,7.0,0.24149317,3.6540542,1.1863254,0.43189478,2.0428257,0.49174264,48.43241,40.004753,11.705966,7.0,0.53844005,4.0,0.3187741,0.3187741,0.0416,-13.7095
1181000,3.815024,2.2660987,0.09193231,0.21756305,0.5939933,20.4,1.1590909,231.1,3.4544096,417.93,33.2844,243.5,0.9944,5.38599,4.7032433,0.90314347,0.48189613,0.7995627,3.0,0.20202623,5.0275,1.185016,0.4323548,2.0394828,0.48430133,47.767475,38.686314,12.180117,7.0,0.8242553,0.0,0.16524756,0.002995176,0.0112,-14.1061
1187300,3.9506078,2.2805977,0.08736295,0.20126933,0.5772777,21.15,1.1815642,236.55,3.6086957,309.1,38.2676,53.92,0.9932,5.397199,4.535364,0.89126354,0.41444245,0.8672478,3.0,0.19796513,6.9565215,1.2396815,0.4339832,1.8588618,0.507236,47.012993,32.157307,11.509022,10.0,0.7094793,0.0,0.143617,0.0,0.1377,-14.8804
1195100,3.6824818,2.3539932,-0.002279652,0.10604289,0.6392409,22.6,1.2804532,252.8,4.188898,19.17,7.9307,14.84,0.9171,5.4695797,4.831465,0.90706795,0.4970493,0.9794416,3.0,0.18979442,14.44,1.5,0.41703823,3.0900793,0.5945077,58.888477,30.578081,9.53959,7.0,1.0,-1.0,0.0,0.0,0.01,-14.1
4296000,3.615295,2.1907723,0.20214704,0.2733178,0.6059733,13.65,1.2079647,185.9,2.7891972,390.99,40.51472,302.19,1.0,4.6045446,3.9417222,0.872336,0.4725002,0.5892301,11.0,0.1952123,4.469548,1.4566758,0.43178618,2.1022394,0.618591,48.413704,39.252056,12.071205,4.0,0.66455036,7.0,0.19472991,0.66455036,0.0512,-12.7163
1333000,3.7046392,2.2127185,0.14631474,0.22224496,0.59728307,19.0,1.2101911,227.9,3.4091249,485.91,74.78725,112.16,0.9844,5.010562,4.424147,0.89490956,0.5191467,1.0,3.0,0.19,2.837838,0.89426947,0.4451197,1.5421009,0.38436598,38.44173,47.166515,14.305504,7.0,0.6633585,4.0,0.31236273,0.31236273,0.0302,-13.3765
1350000,3.869796,2.246002,0.11181971,0.23115966,0.5803929,20.4,1.1724138,235.9,3.5287957,612.78,88.25169,612.51,0.9966,5.052584,4.338214,0.88675976,0.4653731,1.0,3.0,0.19,1.9240891,1.0560719,0.45319012,1.2652594,0.453997,33.154682,43.300533,12.7844305,10.0,0.9994498,12.0,0.0005502073,0.0,0.1897,-15.2049
1350080,3.4928255,2.2390327,0.1450648,0.22115658,0.6410377,20.0,1.1661807,235.75,3.4694629,587.35,60.00338,83.84,0.994,5.013337,4.144402,0.8775243,0.42920148,1.0,3.0,0.19,3.0547945,1.2110811,0.45188695,1.2680975,0.5249551,33.34908,46.222843,13.808844,10.0,0.99765223,12.0,0.002347794,0.0,0.1802,-15.3774
1350140,3.5014224,2.2405012,0.15749326,0.21985903,0.6398831,18.4,1.1794872,227.4,3.2837546,579.74,61.8248,43.76,0.991,5.0459585,4.268879,0.8866447,0.45989975,0.99029064,3.0,0.1899029,3.2222223,0.9144853,0.46182317,1.0605406,0.3638939,22.780972,49.36986,13.586577,10.0,0.99789304,12.0,0.0021069797,0.0,0.1573,-15.8034
1365000,4.211436,2.3029542,0.1221739,0.20227021,0.5468335,19.4,1.1722054,230.15,3.4223049,465.17,51.87268,99.57,1.0,5.240054,4.6327267,0.90203685,0.50208706,1.0,3.0,0.19,0.9647059,0.69227797,0.46296304,1.0740963,0.30140752,26.218483,41.92431,12.991149,10.0,1.0,-1.0,0.0,0.0,0.19,-15.2
1411300,3.1754496,2.5349438,0.048562206,0.048094854,0.7982945,22.85,1.3362573,261.7,4.6815743,15.25,2.0326,79.32,0.8487,5.353999,4.5743027,0.8938058,0.44048178,0.92463917,7.0,0.24547815,49.296,1.5,0.40786964,3.4599018,0.3654092,39.68934,14.098556,5.837616,11.0,1.0,-1.0,0.0,0.0,0.22,-13.0
1413500,3.8325462,2.2347655,0.14660615,0.21690804,0.58310205,18.7,1.154321,224.6,3.190341,724.51,69.6517,424.1,0.9974,4.862056,4.308753,0.8828324,0.5235679,1.0,3.0,0.19,1.4942529,0.9179152,0.45459092,1.2408324,0.39529818,31.421572,47.224274,14.125661,10.0,0.9999059,12.0,9.41252e-05,0.0,0.19,-15.1998
1414500,3.9799712,2.229746,0.1541166,0.2166285,0.56024176,19.35,1.1621622,223.8,3.1521127,775.58,59.57585,64.45,1.0,5.0898385,4.552503,0.8886119,0.52489215,1.0,3.0,0.19,1.0636364,0.7238059,0.4621874,1.0890789,0.29756597,25.055906,43.37981,12.771616,10.0,1.0,-1.0,0.0,0.0,0.19,-15.2
1415000,3.7731225,2.2375114,0.14782152,0.21345219,0.59301317,18.3,1.1806451,215.55,3.0683274,604.34,64.53263,85.63,1.0,4.7648487,4.2208347,0.8766778,0.5223007,1.0,3.0,0.19,2.1818182,0.9518261,0.45494372,1.248569,0.42328587,31.300629,52.434895,15.160482,10.0,1.0,-1.0,0.0,0.0,0.19,-15.2
1423000,3.7037604,2.22676,0.14246069,0.2178303,0.60121596,15.95,1.16,211.35,3.006401,593.67,49.86765,859.68,0.9854,4.327719,3.7985759,0.85911274,0.5252888,0.74977875,3.0,0.1874978,2.4355652,1.0759455,0.4490919,1.3765335,0.46703553,35.548695,49.468063,14.672826,10.0,0.9998606,12.0,0.00013941445,0.0,0.19,-15.1997
1434025,4.437002,2.2724345,0.13490127,0.23781373,0.51215535,19.15,1.1784616,224.8,3.216023,729.33,59.4071,9.7,1.0,5.1431475,4.649483,0.8948377,0.54198354,1.0,3.0,0.19,0.8333333,0.6661709,0.46477792,1.0439159,0.28944233,25.075506,40.244183,12.472581,10.0,1.0,-1.0,0.0,0.0,0.19,-15.2
1435000,4.3176537,2.297073,0.13464086,0.22361627,0.5320188,19.5,1.1676646,226.65,3.28955,560.05,54.94492,172.46,1.0,5.20312,4.6447654,0.8982536,0.519754,1.0,3.0,0.19,1.12,0.73899525,0.45979923,1.1308874,0.32161558,28.250343,44.204075,13.743996,10.0,0.99977577,12.0,0.00022420693,0.0,0.19,-15.1995
1439500,3.683258,2.344558,0.117754854,0.16376522,0.6365446,20.0,1.1940298,235.75,3.5964913,307.06,22.25987,305.88,0.997,5.173878,4.6524386,0.8900528,0.53302234,1.0,3.0,0.19,3.0737705,1.5,0.44174024,1.6590953,0.63127536,40.97318,45.341515,13.723852,10.0,0.9987987,8.0,0.0012012637,0.0,0.1848,-15.2772
1440000,3.5498931,2.343016,0.107574485,0.14776741,0.66002434,20.3,1.2378049,242.0,3.9285715,234.2,28.80165,167.72,0.908,5.283249,4.757702,0.89640373,0.5349109,0.99533796,3.0,0.18995339,4.1861315,1.5,0.44009954,1.7499709,0.50185275,32.953255,33.667248,11.140547,10.0,0.8441667,4.0,0.14952199,0.14952199,0.1826,-14.227
1440400,3.7533512,2.3363903,0.115866624,0.17222337,0.62248117,20.4,1.1791908,234.9,3.5563967,334.06,26.46515,175.21,0.9933,5.2049956,4.650073,0.8950565,0.5163617,1.0,3.0,0.19,2.4876325,1.5,0.44758758,1.4455479,0.6427016,36.56708,48.694748,14.830171,10.0,1.0,-1.0,0.0,0.0,0.1997,-14.8732
1451800,3.5032074,2.418851,0.10670771,0.12836267,0.6904675,23.8,1.2331606,254.25,4.1886325,180.41,14.8941,135.84,0.4915,2.05526,1.71829,0.6913127,0.42170087,0.99317443,11.0,0.18006825,1.037037,0.82783324,0.452859,1.2430216,0.36122212,32.128662,50.374123,17.617025,10.0,0.9971881,4.0,0.0028119297,0.0028119297,0.134,-16.2182
1466500,3.5398371,3.059821,0.0603116,0.06266177,0.864396,23.45,1.2573726,257.65,4.48087,38.94,2.53456,5.38,1.0,4.196265,2.7593813,0.8231586,0.23672596,1.0,7.0,0.25,49.636364,1.5,0.37751672,7.954583,0.6028522,83.366425,6.719468,3.1806364,11.0,1.0,-1.0,0.0,0.0,0.22,-13.0
1484100,3.321273,2.6026144,0.08618678,0.042571686,0.7836195,23.45,1.2087629,256.9,4.36163,17.97,1.03721,9.0,0.3605,2.100865,1.6237497,0.70689285,0.35552773,1.0,11.0,0.18,49.555557,1.5,0.40585575,3.200923,0.5399988,58.691647,14.647005,13.866636,11.0,1.0,-1.0,0.0,0.0,0.22,-13.0
1487000,3.339039,2.6075702,0.08768375,0.04246899,0.78093433,23.05,1.2459459,256.65,4.425,13.84,1.09998,187.41,0.4165,2.1582017,1.6723831,0.7097655,0.35499513,1.0,11.0,0.18,49.193104,1.5,0.4179588,2.5955167,0.39938718,38.682617,16.341719,9.921566,11.0,1.0,-1.0,0.0,0.0,0.22,-13.0
1491000,3.305076,2.592456,0.08120919,0.05002572,0.7843862,21.85,1.2138889,255.55,4.3758564,18.54,1.41948,292.04,0.2319,2.7116385,2.2764485,0.758679,0.42561787,1.0,11.0,0.18,48.52902,1.5,0.42075643,2.5208573,0.35141492,33.002945,16.80471,8.065633,11.0,1.0,-1.0,0.0,0.0,0.2365,-12.4235
1510000,3.4622943,2.2408202,0.14055827,0.2370574,0.6472067,16.2,1.1095891,200.85,2.8651927,482.21,28.76423,382.99,0.9804,4.506815,3.9079585,0.8678766,0.50398576,0.573828,3.0,0.18573828,3.8426967,1.1710215,0.4609183,1.054861,0.5016426,25.245626,54.38518,16.088245,8.0,0.83651936,10.0,0.09147293,0.07200771,0.1221,-16.0426
1516500,3.1826434,2.2661054,0.16448143,0.1992386,0.71201986,18.25,1.116208,232.75,3.3537464,634.59,29.79686,31.48,0.9661,3.9589858,3.4592326,0.82513106,0.4906087,0.8612607,11.0,0.1813874,4.8867927,1.5,0.45692027,1.1970028,0.65623194,29.82002,54.708244,15.500802,10.0,1.0,-1.0,0.0,0.0,0.1734,-15.4207
1518862,3.0316412,2.267785,0.21995111,0.20111135,0.7480387,18.5,1.1384616,221.2,3.2197962,600.87,37.28156,233.91,0.9837,3.9462547,3.4421346,0.8294696,0.50333697,0.8140537,11.0,0.18185946,3.4274406,1.3263329,0.45898932,1.1543889,0.57701015,26.92625,53.54328,14.02504,10.0,1.0,-1.0,0.0,0.0,0.1615,-15.7286
1532000,3.1950786,2.2969074,0.16540517,0.17674127,0.7188891,18.8,1.1190476,230.75,3.310617,507.14,40.91626,553.94,0.9549,4.316377,3.7723808,0.8488667,0.48531514,0.60167754,3.0,0.18601677,3.3572228,1.4999366,0.45396438,1.2662213,0.6548351,31.888773,52.644314,15.547339,10.0,1.0,-1.0,0.0,0.0,0.1949,-14.736
1539000,3.4234278,2.360102,0.13903227,0.15628591,0.6893973,20.4,1.1364902,236.0,3.5302918,333.75,32.47937,701.78,0.8311,4.6693487,4.0127897,0.86437505,0.4627493,0.53821427,3.0,0.18538214,4.596068,1.389539,0.45257333,1.2819315,0.6094396,32.846897,51.61985,15.632641,10.0,1.0,-1.0,0.0,0.0,0.1661,-15.5264
1542810,3.4225285,2.2687528,0.17618303,0.18971649,0.662888,15.85,1.1122807,207.3,2.9848812,492.7,45.55723,13.62,1.0,5.2660904,4.744777,0.9004121,0.55034405,1.0,3.0,0.19,0.96,1.5,0.45481542,1.1963058,0.67067385,31.018126,52.40066,16.591465,10.0,1.0,-1.0,0.0,0.0,0.1953,-15.0206
1543000,3.3900192,2.2766767,0.17189644,0.18805657,0.6715822,16.45,1.0930233,211.05,3.0171552,543.37,36.53752,705.5,0.9922,5.1414013,4.598338,0.8953378,0.5343804,0.99016315,3.0,0.18990164,0.99288887,1.5,0.4506393,1.3010879,0.66202885,33.937084,49.345943,16.67575,10.0,1.0,-1.0,0.0,0.0,0.2067,-14.6131
1543500,3.4089296,2.2839265,0.17043838,0.1816536,0.6699835,17.1,1.0926517,210.65,3.0222383,547.44,31.28232,1778.26,0.9878,5.1234236,4.5701637,0.89454836,0.5241072,0.99501175,3.0,0.18995012,1.0200214,1.4558978,0.44812366,1.3531883,0.63527095,35.5934,47.29924,17.118134,10.0,1.0,-1.0,0.0,0.0,0.2146,-14.3537
1544500,3.3635194,2.2906952,0.16919474,0.2033629,0.6810411,17.5,1.107595,217.6,3.0712774,551.6,36.26274,355.06,1.0,5.060732,4.537998,0.8921282,0.53097534,1.0,3.0,0.19,0.9518072,1.4604388,0.44621202,1.3991984,0.6279391,36.292084,45.677387,16.516653,10.0,1.0,-1.0,0.0,0.0,0.1897,-15.1862
1545600,3.384575,2.298032,0.1702276,0.19264553,0.6789721,17.55,1.0900621,219.95,3.0978873,518.97,53.68312,120.0,1.0,5.1910667,4.6133447,0.8971493,0.5035365,1.0,3.0,0.19,0.9701493,1.4954154,0.43263,1.884703,0.62982064,46.610535,36.896362,16.31278,10.0,1.0,-1.0,0.0,0.0,0.2206,-14.1559
1547700,3.135013,2.347398,0.13899764,0.156173,0.7487682,20.4,1.1333333,229.7,3.326575,353.57,43.0263,113.54,0.9047,4.933509,4.3536525,0.8803984,0.500771,1.0,3.0,0.19,1.2096775,1.1191394,0.4558406,1.1623554,0.49358034,30.568136,53.84608,15.547718,10.0,0.9970247,4.0,0.0029752704,0.0029752704,0.1826,-15.1697
1548500,3.1533456,2.2717822,0.17916389,0.20208862,0.7204355,18.1,1.120743,221.0,3.17757,546.71,39.14167,1557.05,0.9866,4.7800984,4.235282,0.8767588,0.5085068,0.8623825,3.0,0.18862383,1.0295666,1.339111,0.4551614,1.2217252,0.571262,29.482933,50.451324,14.672193,10.0,1.0,-1.0,0.0,0.0,0.2004,-14.8083
1549500,3.3322258,2.2938082,0.14993273,0.18651906,0.6883712,19.05,1.2056962,234.5,3.5183797,528.16,32.39343,97.49,0.9888,4.496868,3.906737,0.8597546,0.4814396,0.61799866,3.0,0.18617998,0.9509202,1.4641943,0.45452434,1.2520287,0.63478005,31.289299,52.536846,15.559647,10.0,1.0,-1.0,0.0,0.0,0.1958,-15.0026
1550000,3.369766,2.2929072,0.15428042,0.17982551,0.6804352,17.8,1.2067797,230.85,3.4740407,455.41,46.28526,452.68,0.988,4.836366,4.258416,0.88126063,0.50245345,0.9229838,3.0,0.18922983,1.1723666,1.2945457,0.45700723,1.1988497,0.542218,27.68659,50.820564,14.245475,10.0,1.0,-1.0,0.0,0.0,0.2116,-14.3602
1552000,3.4769979,2.311664,0.15398356,0.17305912,0.6648449,18.55,1.170347,224.9,3.4075758,461.43,37.27533,1129.49,0.9911,4.969155,4.376224,0.88510466,0.4868738,0.9456475,3.0,0.18945648,3.8955643,1.454987,0.45126146,1.3328214,0.62821734,33.443634,50.04952,15.418124,10.0,1.0,-1.0,0.0,0.0,0.2093,-14.4365
1552500,3.6230855,2.2919993,0.138787,0.18516971,0.6326098,19.6,1.1264368,230.95,3.376462,535.24,46.46363,60.64,0.9956,5.110325,4.5184894,0.897541,0.4938562,1.0,3.0,0.19,1.6634616,1.5,0.45123968,1.3378328,0.65320915,33.79184,50.720284,15.610604,10.0,1.0,-1.0,0.0,0.0,0.1948,-15.0374
1557500,3.1530993,2.359596,0.14281122,0.15867183,0.74834186,18.95,1.124629,229.7,3.400444,389.99,38.17147,115.3,0.9012,4.9527283,4.369767,0.88267434,0.49520934,0.9638743,3.0,0.18963875,1.1157895,1.1668968,0.44707385,1.364428,0.50317466,36.556206,47.193863,16.26041,10.0,0.9260133,4.0,0.045960106,0.045960106,0.1592,-15.272
1567500,3.2128391,2.4338138,0.112811394,0.12603606,0.7575274,21.3,1.2136753,253.1,4.2218513,314.48,46.47316,38.77,0.7969,3.5345097,3.0122051,0.79660666,0.45256057,0.97252977,11.0,0.1802747,0.8923077,1.4163486,0.45892724,0.91490054,0.6424254,26.441612,50.68463,23.042347,10.0,0.55159074,4.0,0.22562109,0.22562109,0.1141,-14.897
1568000,3.3297017,2.4249542,0.104799524,0.12851086,0.7282797,21.2,1.2325581,248.7,4.2152543,265.52,34.52646,534.39,0.7062,4.3665824,3.8338842,0.842629,0.48752305,0.5942045,3.0,0.18594204,1.0297619,1.3608519,0.44474083,1.29112,0.5923392,37.515636,43.690228,18.883657,10.0,0.5319266,8.0,0.2126421,0.11378229,0.1027,-15.5296
1580000,3.4317276,2.5272524,0.08463302,0.08168809,0.7364374,22.0,1.1989101,248.05,4.2915225,174.3,12.44242,244.37,0.4241,2.5116036,2.146754,0.7527342,0.45690712,1.0,11.0,0.18,1.0461539,1.5,0.4563058,1.1069987,0.67111504,29.429628,51.88,18.659826,7.0,0.99973387,2.0,0.0002661603,0.0,0.01,-14.1
1583500,3.262126,2.5528965,0.08465382,0.08072865,0.78258675,22.4,1.2207085,248.8,4.2529917,156.32,13.67585,155.85,0.5155,2.860624,2.4169056,0.7637227,0.43613413,0.9963064,11.0,0.18003625,1.1,1.5,0.45226148,1.2323343,0.6645789,32.44556,49.54171,18.015749,7.0,0.8294055,4.0,0.16843428,0.16843428,0.019,-13.7057
1586610,3.3046613,2.544048,0.080269255,0.08841348,0.76983625,22.4,1.2010723,249.1,4.2948275,196.88,11.85286,72.7,0.3247,2.5162933,2.0915918,0.7268471,0.40583065,1.0,11.0,0.18,1.0168067,1.3597021,0.4557577,1.1655575,0.5763911,29.02656,49.231083,16.088034,7.0,0.96190095,3.0,0.03809907,0.0,0.013,-14.039
1591400,3.285006,2.6240234,0.076206736,0.08387642,0.798788,23.1,1.2254642,253.55,4.405734,149.21,7.79146,59.09,0.3311,2.2605705,1.803956,0.7174936,0.38032103,1.0,11.0,0.18,1.0315789,1.5,0.46069816,0.99895465,0.680229,26.135166,54.425533,19.432196,7.0,0.993616,2.0,0.0063839857,0.0,0.01,-14.1
1594950,3.9211032,2.4534342,0.06781956,0.1892143,0.6257,15.25,1.101083,194.25,2.8419898,899.82,37.38218,6.12,0.9731,4.6458826,4.144298,0.8649659,0.52330846,0.98638654,3.0,0.18986386,1.0,0.8,0.44446376,1.5478415,0.36200002,38.625,46.125,15.375,10.0,1.0,-1.0,0.0,0.0,0.1321,-16.2759
1596500,3.3142655,2.4368675,0.10157056,0.18840216,0.7352662,19.15,1.091168,223.15,3.2552881,663.42,53.96684,124.65,0.8759,4.469827,3.9114094,0.8518182,0.4768786,1.0,3.0,0.19,1.0,1.0101073,0.44450343,1.4945527,0.36768687,32.224224,39.357277,13.253948,10.0,1.0,-1.0,0.0,0.0,0.1762,-15.2383
1605500,3.2096891,2.5165718,0.098399796,0.1371361,0.7840547,19.15,1.2435066,232.35,3.8246913,856.86,70.44106,463.85,0.9904,4.649157,4.0446362,0.85229814,0.47146967,0.8204889,3.0,0.18820488,0.9504132,0.88212985,0.43757528,1.626467,0.36331463,43.148857,38.423992,15.892961,10.0,0.64227957,8.0,0.19251871,0.16520172,0.1845,-13.8824
1606500,3.363477,2.4990559,0.09955384,0.14875051,0.74299777,17.0,1.1929824,214.95,3.398419,836.38,75.86214,1684.55,0.9336,4.77817,4.198567,0.86889076,0.4895927,0.9393533,3.0,0.18939354,0.95041,0.94351506,0.44537002,1.3616745,0.3886591,36.48169,42.44837,16.680958,10.0,0.65342253,4.0,0.21815771,0.21815771,0.1651,-14.1648
1632000,2.9310403,2.549988,0.21942449,0.11002487,0.86999416,20.55,1.2232143,247.75,4.293761,543.76,51.70815,543.36,0.708,4.936279,4.279841,0.8828242,0.46995652,0.95202255,3.0,0.18952022,1.092771,0.84160054,0.443422,1.4884076,0.36166576,39.078472,44.403404,16.450245,10.0,0.9043746,8.0,0.08156579,0.014059601,0.1627,-15.5394
1632900,2.9081123,2.5928292,0.2151151,0.09807633,0.891585,21.45,1.198324,251.6,4.3718505,417.29,48.62437,245.05,0.5837,3.5517066,2.9183497,0.78380644,0.3952338,0.64734554,11.0,0.18340197,1.0594316,1.0707431,0.44947138,0.73177105,0.48556387,29.709177,34.11035,36.058372,4.0,0.6007874,10.0,0.39073977,0.6007874,0.118,-12.9503
