,parBETA,parFC,parK0,parK1,parK2,parLP,parPERC,parUZL,parTT,parCFMAX,parCFR,parCWH,route_a,route_b
root_depth_50,-0.011017336431876584,-0.13850791243275223,0.5103339400636429,0.43985371019709113,0.20096269659164806,-0.130333734498655,0.19657412338181293,-0.09893671160762063,0.1451655922079728,0.27059362697626255,0.3703680541551298,-0.1185102356850994,-0.06326012529317514,0.09416768473398524
soil_depth_pelletier,0.5512820883262775,0.014579220121275783,-0.06258732877176648,0.02337483436157289,0.05127275076886851,-0.10348470280317411,-0.4968247255178449,-0.3422563064384233,-0.3297246861403359,-0.0793084054740523,0.3616457470704695,0.411847289022768,0.3496455232896929,-0.22850871784983143
soil_depth_statsgo,0.1596772819782928,-0.0023037665787043566,-0.05551206343589622,-0.09444216348482976,-0.12736454924159615,0.057729051549665,-0.19984531612308748,-0.021255651090472272,-0.10539275751787733,0.05251232275748329,0.24538675431443724,0.04393393677572464,0.3893835377451557,-0.004525079062551377
soil_porosity,0.41081029265701624,-0.12297733707023671,0.20349943862493297,0.22805475128608924,0.2353822723458445,-0.042894653544932326,-0.20381706993373006,-0.47224041219615265,-0.28260806883310113,-0.16537795090095625,0.054480902738155416,0.013097823169568935,-0.13148297132908568,-0.20339909181730897
soil_conductivity,-0.4762934774635157,-0.05733225086485504,-0.1615913416734862,-0.1932624612631367,-0.23409724010412267,0.050748474374865744,0.27667558480217946,0.5910044657334989,0.40760187981149476,0.4089428161253553,0.04400307700822005,-0.028275357971907666,0.1196413266865863,0.38617430981864465
max_water_content,0.3878937663089875,-0.012657724379167744,0.028944164192711053,-0.006904694192991337,-0.04730650863486527,0.046910451310787325,-0.3117463657392427,-0.20844461299823466,-0.29177418432799657,-0.004453891631895443,0.2651246118849622,0.09252657301992845,0.26269204326927315,-0.09400007618182482
sand_frac,-0.3452757322085942,0.05512870870670258,-0.1923281619528547,-0.18935807277544026,-0.22796742872466244,-0.004804383937225218,0.16915197670286963,0.5016789756145837,0.2883203028421771,0.32227667670689114,0.1006150269464641,0.06362356289716062,0.1377298807005097,0.3185553890834255
silt_frac,0.23927223397621483,-0.30008031551697273,0.22284144609287546,0.3067001190756737,0.2376587502827013,-0.0014702570599479405,-0.017421592384815422,-0.2886017467838478,-0.10890397782319523,0.09273295352093365,0.1592009717129603,-0.051021222127537076,-0.16753272226642565,0.03543103913106718
clay_frac,0.4519499991574315,0.2452536090236306,0.07190734415001657,0.08011646641620976,0.1934339404922993,0.01867877277697708,-0.29969587984383494,-0.4679606048211472,-0.4858499479801589,-0.5809624913932275,-0.13030710230779827,0.09579761876304167,0.04509038115536646,-0.5004271652193156
geol_1st_class,0.2163601480463608,0.02265989678004873,-0.15709145808748848,0.05845343765344364,0.0419078300250603,-0.26239300374132135,-0.33600049696292317,-0.16611492853410906,-0.14428344460224657,-0.043648074584930405,0.33792725818049496,0.3743291544253717,0.2030854097328554,0.014717736131782783
glim_1st_class_frac,0.13954140972245263,-0.01312041424060578,0.22780174380300874,0.38936691896572256,0.1898029703051302,-0.26332288297225903,0.03608722305251091,-0.20735487452097195,-0.23838062271577978,-0.020634462631535802,0.14184732522471383,0.12254374393352421,-0.054620607937123346,-0.03548084850140259
geol_2nd_class,-0.024325697641464618,0.06751130047881908,-0.20179977819646547,-0.3693301130740835,-0.08900953577121225,0.07297214987923248,-0.17108985411173672,0.05866896250362379,0.08042942229015167,-0.11616034578945848,-0.1417723291254989,0.10288393423745326,0.10400904424635725,-0.13887416502391428
glim_2nd_class_frac,-0.0891953193186305,0.010206996048536515,-0.18487904778745926,-0.3513985246314012,-0.15362162825252698,0.246013689739532,-0.05905926965123623,0.15597887406562622,0.23150961338369952,0.026373465359766285,-0.10040249090581904,-0.08935833536074242,0.07937809519085293,0.012037239926187441
carbonate_rocks_frac,0.21019288668159303,0.060625243420464596,-0.181003835129674,-0.11160318641306077,0.06367338317431454,-0.03314945759685474,-0.209276400408692,-0.14769218956505273,-0.3196025265470811,-0.14029624943562613,0.0609723134804264,0.04178007062805308,-0.06872029387061947,-0.05441586840011573
geol_porosity,0.23591413991092125,-0.023340890824057495,-0.15867330181306688,-0.10047405899772337,0.03384182723183256,-0.23258265062848532,-0.3337687335663649,-0.062007031879791744,-0.09418501021121464,-0.06530150325569108,0.1284055371498958,0.37025183735192774,0.2503021195795181,-0.1345486750470934
geol_permeability,-0.06606958332313233,0.22653991713247315,-0.18079803663071178,-0.2783456391223904,-0.18633121032433142,0.1272858409232586,-0.011608157602234864,0.14841110858175013,-0.0730749192594496,-0.06597972250777354,-0.15537904927242527,-0.10931091228671184,0.2330747864092537,-0.19639926898358628
