,parBETA,parFC,parK0,parK1,parK2,parLP,parPERC,parUZL,parTT,parCFMAX,parCFR,parCWH,route_a,route_b
slope_mean,-0.640020101420805,-0.08578802298358625,0.3797929425418359,-0.357175157272779,-0.32640114837782014,0.2660230685444023,0.4950571183314859,0.4539065123634157,0.44246409115208873,0.23021176221654233,-0.21455709949642254,-0.5501928790636649,-0.23679625991746234,0.3552723349787965
area_gages2,0.23849061890596776,0.041267344113147926,-0.2636173152664464,-0.06471547562373066,-0.01324361457777027,0.03958076434251532,-0.34862352452572765,-0.03434201177596237,-0.13525050504520228,-0.16876501632969973,0.07040045890230172,0.16149031359759958,0.26460523439645717,-0.11690887990901624
frac_forest,-0.3719601238866343,-0.22518438660373355,0.5707512580437971,-0.1153595795611377,-0.061960188906889695,0.18402840021493497,0.6431221267663991,0.2521926494072208,0.6065024731255961,0.5495574126715,0.004148012755331606,-0.23710036259416703,-0.29532126287550753,0.36976489528766
lai_max,0.00732347337804056,-0.20437574588854612,0.5898877350074899,0.23589810791769958,0.2224881840033406,0.07399134228279365,0.5180462348708356,-0.12271660923976074,0.3999043819975266,0.5358152336389422,0.10147835210026986,0.07396561438774422,-0.35445721755620263,0.25847870395528316
lai_diff,0.1191183907963064,-0.30118925391508833,0.6109353171864743,0.35432344853178677,0.2645918441771201,0.08873839539687081,0.4453647710578012,-0.257633771028146,0.25929582510802107,0.5829387187187669,-0.041222579954843935,0.012884145124563888,-0.4619689614185768,0.35492448742579186
gvf_max,-0.012726010741596556,-0.26296096813828623,0.6537967079515226,0.2291675783638822,0.22370444820077057,0.13632233766379492,0.5551420925194341,-0.11420476358789522,0.4207652165270868,0.5558384288190896,0.044578106603252614,-0.007117329620822122,-0.40897094030246706,0.28240797067821455
gvf_diff,0.42520171551360014,-0.42725497786679684,0.3533200606248592,0.5028307897982885,0.30385974530185395,0.04231565482301853,-0.0006585860237417978,-0.49810214695677474,-0.23476055024032738,0.40537745066215264,-0.3449164965499774,-0.08757070161813231,-0.47844234827554977,0.3831386108379359
dom_land_cover_frac,0.09609341794904655,-0.18122251615604304,0.1203482039908776,0.15359472069618854,0.19454278206975967,0.04042119773856777,0.050332355514940544,-0.07006543374140181,-0.006170296755430849,0.10893051017664654,-0.11053831644722925,-0.06509818535670132,-0.14734374693717578,0.03738115257056255
dom_land_cover,-0.00545749470815684,0.20224989994928327,-0.19405520586224914,-0.03059791072628599,-0.03670756934314621,0.020538055425716826,-0.00859139199917807,0.0038308954415835063,0.02034919219531845,-0.10269149324726022,0.24388684419684517,0.20536369074485966,0.23362154591459347,-0.21715817718772906
root_depth_50,0.11391756088466387,-0.16373360690338093,0.4867595579960845,0.2946024489182649,0.2281531606307504,0.03708731645294958,0.3862227106654594,-0.22696256801891465,0.2127754327419128,0.41598527833689103,0.0856257608590095,0.12950708415553072,-0.3067697910510129,0.1966696041979155
soil_depth_pelletier,0.5420520995119885,-0.05808236069480881,-0.2989474101272889,0.20531350032012785,0.2220968538088315,-0.15204616915434563,-0.42803436432285424,-0.3018512556509948,-0.2747371290691566,-0.1167308630638295,0.14238433050064936,0.4051351418668202,0.2520908208982468,-0.24718450017265656
soil_depth_statsgo,0.08663912874200441,-0.007999294615607307,-0.2862315523764775,-0.03226266983694466,-0.06926239603123782,-0.04812774414199341,-0.18200649952117132,0.04418953199563792,-0.0739335889058561,-0.02293492041720369,0.11540791545813342,0.18927181547695932,0.2896928779802617,-0.07899089813188398
soil_porosity,0.4373113475508276,-0.1623603733181766,0.11392219984567672,0.47134129838790495,0.35685348558583635,0.05212026813356281,-0.20023279738025906,-0.5201849066258729,-0.4447160923718814,-0.19546267722918342,-0.33100496546380676,-0.06553812708814985,-0.3566367220545112,-0.16672970735781148
soil_conductivity,-0.4473175753446131,-0.05134466425386829,-0.044048361310382644,-0.5060941550008328,-0.3713052693154631,0.041508673376531226,0.2744856680092795,0.5861158049047268,0.49930122915421815,0.42372489473854325,0.27142268590052615,-0.019908942886255915,0.3164594472361638,0.3700181531943497
max_water_content,0.3209705780864009,-0.03806129719453525,-0.21180530947243284,0.1847198455476626,0.07579554553530138,-0.0343023793675735,-0.2737571627596236,-0.22008492329830792,-0.3272088315934248,-0.115435621879829,-0.013974095013723273,0.16141217458894555,0.10902789286703504,-0.10886330646311031
sand_frac,-0.34531384315669744,0.06174634823680461,-0.09471484304611151,-0.4553807859787939,-0.3414532962854309,-0.052848984726947386,0.18707959110839925,0.49176223441082395,0.408625465338784,0.3367737447386805,0.3358502254967894,0.07735773069862319,0.349844637774574,0.31586694422070016
silt_frac,0.33972616101587044,-0.316702820304335,0.2687249437297462,0.41407172420321126,0.3307722121656118,0.22624410054245186,0.005055771926133129,-0.39257526596662884,-0.20174529307248965,0.10306218262040982,-0.3519980466035181,-0.149757150907272,-0.4207903918091999,0.08626928061818444
clay_frac,0.3582668367085534,0.2377333291201567,-0.0860491908947535,0.4060234613962045,0.3114056790402149,-0.09362745874975774,-0.27671646089793683,-0.45649754495964784,-0.4266668916187754,-0.5681936807199018,-0.07226344707835002,0.14020192270334303,-0.10034496419223957,-0.518044522043126
geol_1st_class,0.29108471968879623,0.0018705710632276923,-0.27768444052384506,0.10457870593704648,0.13881509469181882,-0.2156156903847313,-0.2841060840439859,-0.14089264520023329,-0.062185792332854026,0.013314715009217172,0.11031517612139664,0.34436230977711296,0.2313175380743146,-0.08296760952684788
glim_1st_class_frac,0.22153581972066566,-0.0010231412193252238,0.05701476000197108,0.3367104005048403,0.24548120827325642,-0.14414187875864198,0.09203847058597334,-0.2995938314701556,-0.07449389927167986,0.12737338628843145,0.05569693283800757,0.2568078819812813,-0.18391287757247074,-0.017459719167806167
geol_2nd_class,-0.054946363295943254,0.06628741060021477,-0.16261986519418944,-0.19036939142841658,-0.08237370022588128,0.03341611976029198,-0.1881949782753376,0.12504968321045046,-0.04659030751768937,-0.18508531666766784,0.011006824521187902,-0.0642172470799245,0.19271263793549115,-0.14087921810507067
glim_2nd_class_frac,-0.16565822352802886,-0.0047800848334545384,-0.05248052882372339,-0.2852936258936326,-0.19027235658555625,0.1355010615506824,-0.09257747914044026,0.253152551431464,0.05385347362130259,-0.12497867015423385,-0.03486061396055465,-0.21423748756539238,0.17783905939442562,-0.005247698324495278
carbonate_rocks_frac,0.19221215371969433,0.04191515693482827,-0.10393712055877062,0.07505026659351112,0.0821428369191073,-0.05223305936182851,-0.23779733506188153,-0.13647744722493585,-0.3419455484887889,-0.16377416515351811,-0.07896336195342907,-0.03294150627073604,0.0010216575974747136,-0.05025763898541795
geol_porosity,0.2711801373289248,-0.04799257430336274,-0.31820686226691447,-0.0004369580641622722,0.17220595584384651,-0.26409471432844467,-0.3163135675757691,-0.009957001485956341,-0.06792806233776968,-0.055481973554802395,0.10879676883243199,0.2912230099071835,0.2809965278461094,-0.18167711769081968
geol_permeability,-0.2078339575363685,0.22237810284897871,-0.21653113775328772,-0.28385023531317743,-0.22493697173165075,-0.06269483274668534,-0.04903815316720367,0.24138406610385252,0.035579391833146456,-0.18403278549973315,0.24039952503852108,0.07505658671394065,0.2808778142927391,-0.1823100791192979
