,parBETA,parFC,parK0,parK1,parK2,parLP,parPERC,parUZL,parTT,parCFMAX,parCFR,parCWH,route_a,route_b
area_gages2,0.29985325281250086,0.07049900235275995,-0.397138612900381,-0.21372018577223734,-0.06575557188773766,0.11842894970134303,-0.34172580359048016,-0.10945877063659251,-0.11680428519340176,-0.13434429803210254,0.3170705849423404,0.3604615223792918,0.3288418986553749,-0.08928725894700093
frac_forest,-0.467317996845149,-0.24024929419153807,0.4482205323647835,0.29882848951720914,0.016425610987307552,0.00326999347182598,0.5499844163425908,0.3597240154030229,0.5567977545848879,0.46795104622309364,-0.5161942031933953,-0.4728415851706535,-0.12800733850460935,0.2722462282169778
lai_max,-0.1615702992691194,-0.18558532564221555,0.317753505685771,0.5404144355131513,0.2249435549218425,-0.1484618165176292,0.3446814990786849,0.016739241772483655,0.19881555503725737,0.34012100927085864,-0.34340023387538243,-0.2365974097379682,-0.0630633186740436,0.15641398026566256
lai_diff,-0.11756910664893766,-0.2817748721019049,0.32239925037472644,0.5949534854084364,0.24714881222884522,-0.20882835486541745,0.2782731533021873,-0.1129331964384899,0.12307167022128394,0.40289298558195935,-0.3843993578445634,-0.2278815843574398,-0.13676347889230592,0.24213772358622812
gvf_max,-0.17106461388520872,-0.22796189386161278,0.3398137187288417,0.5195756420151755,0.23913805941140026,-0.09119400676298998,0.3874158533526012,0.017812760234452458,0.2752629895814047,0.3913035707272659,-0.3690255379414318,-0.2590976962713788,-0.07157692760843587,0.15155509496478645
gvf_diff,0.16581003195548832,-0.40625324103350796,0.07787788757420248,0.44871084009993,0.22097640968426824,-0.25693679353484444,-0.08466112515058032,-0.41860247035882,-0.13326039755609043,0.3662262467810075,-0.19288146814109144,0.01514098646039467,-0.187633298147832,0.32248593982557927
dom_land_cover_frac,0.046147811353178816,-0.1459150613812524,0.10418398734516102,0.08406721440309411,0.18363943443752376,-0.022864379664784353,0.04776555082840676,-0.06886513113455711,-0.04550554487721597,0.06361991453531317,-0.04044817083085642,-0.02496101266477775,-0.026601929617511205,-0.011676603197097516
dom_land_cover,0.05930933762491601,0.2260546933627407,0.0060156436871808576,0.04116436053002933,-0.005772712669002034,0.08538474621852027,0.00950112984347949,0.042861616291684085,-0.08536796378079008,-0.19594245989839995,0.0406280521938691,-0.02864587810198822,0.12194167899498685,-0.21475091080567776
root_depth_50,-0.05596485497095189,-0.1413034385813487,0.2504840623942538,0.46720107571308456,0.2189765421864446,-0.15992868125345208,0.21858856762540493,-0.10465600816980962,0.10575302180162634,0.29615062993735125,-0.29714433929099454,-0.17304685498086925,-0.05697745301478839,0.10562948890329174
soil_depth_pelletier,0.5523411944469027,0.03144292429001025,-0.30587623893013915,0.07548235054941455,0.05317575944315362,-0.07629178847223834,-0.46562830348861733,-0.3590704777191189,-0.3437491459306062,-0.17351190341850886,0.3424037429231282,0.4102815929040037,0.4109338160050016,-0.24777188167750003
soil_depth_statsgo,0.15104284550744304,-0.002241479017384997,-0.08363863903960786,-0.026202647299023343,-0.1364410693919836,0.04596302269349729,-0.20030340828801096,-0.027927488833502438,-0.15241026122276244,-0.02425709656862759,0.0014568137505908464,0.05578774202838444,0.4165183778594118,0.005628500300690128
soil_porosity,0.4104493807762407,-0.10513071343875187,0.05756559153210487,0.22492332175424418,0.24675404226015238,-0.03910539939361916,-0.19335070554044823,-0.48653786862699344,-0.295952711486758,-0.11922350886857995,-0.042756636609845626,0.05628297751660447,-0.1291252220959583,-0.18406710300028742
soil_conductivity,-0.48863204719169306,-0.07679131625015763,0.006829657660000632,-0.1641783977888918,-0.24896551918983423,0.030240656611160474,0.2787941688005225,0.5870347957164016,0.4097520025229368,0.35618985014883414,-0.08596491400320666,-0.13139665063275097,0.11135814655278561,0.37318540942188805
max_water_content,0.3677066247149675,-0.005229335244250822,-0.058178967647332845,0.07854093651988174,-0.038921258149446566,0.03210180264190639,-0.29509007739348087,-0.2168044561838997,-0.3315225823306222,-0.06638450537828265,-0.004633506012803805,0.0943020383326826,0.28206795462841405,-0.08725115197959449
sand_frac,-0.36406703447271516,0.03567116615633997,-0.07972003455721297,-0.14623427264664446,-0.2362368632693996,-0.02643565314059961,0.17913295749633434,0.5022709977348031,0.2908201165453632,0.2646673901067706,-0.0011315465096132264,-0.04050648768760901,0.13470625185257382,0.3065191421654381
silt_frac,0.22511451768841914,-0.2893995920685868,0.13355708623861995,0.3373281768806446,0.25843651057682004,-0.011780691170296448,-0.0018017141070159031,-0.31976980987345666,-0.13277132976291325,0.1503569074260024,-0.15265089796466902,-0.0021576567369346127,-0.18941802438255106,0.059282401303915405
clay_frac,0.4626758065349617,0.2611807392878731,-0.10049774833101904,0.09610054269228684,0.21392332393831007,0.048667841026211224,-0.2952095279614436,-0.46271375718465013,-0.48752406454904584,-0.5379761070804632,0.21661765976777692,0.19040650455701347,0.04776327707186253,-0.4853101430685393
geol_1st_class,0.22417222972498874,0.01894037259843645,-0.22277967529785164,0.11945573001737743,0.01636173133035715,-0.24191544674430826,-0.30838617152990966,-0.15429102660666769,-0.18413876628018966,-0.12025476886417379,0.2550840756033547,0.3519754568564404,0.21896502788871533,0.020376852028764963
glim_1st_class_frac,0.1268365534300283,-0.02709128389814142,0.1286398564167995,0.4182388086387265,0.17354713629261417,-0.2808007329405967,0.054005933508438395,-0.201369131742842,-0.2459975734723929,-0.037250495214610525,-0.0507382797646519,-0.0017982530873798296,-0.07186203226653051,-0.037957596435338165
geol_2nd_class,0.0006294684395668691,0.07616450620144626,-0.12341545184107744,-0.419600963398818,-0.0991138493828126,0.11525013669478355,-0.2000154604434991,0.06885917165409398,0.0867559933787876,-0.1058469251608264,0.13622372041508923,0.03405531222312713,0.0858674202358846,-0.155670146281111
glim_2nd_class_frac,-0.07940952191177415,0.024939278747058532,-0.131390590955211,-0.3723308158796674,-0.13808611079979266,0.26410742285659,-0.07353401440087556,0.15006057786547333,0.22761398929083831,0.03144799439385203,0.06658725861324157,0.02121424534186462,0.09480869574451178,0.008330659646867787
carbonate_rocks_frac,0.20729249317996407,0.06603868298176838,-0.2089005111058254,-0.12943092158981284,0.06819809456532432,-0.024596351564996694,-0.20672335829914587,-0.15219636371122824,-0.30046289280133803,-0.11522580635802826,0.19592292439591394,0.17389574464873503,-0.027921931678856628,-0.0744266470585892
geol_porosity,0.2546113626642309,-0.021822015134709705,-0.21323488674782456,-0.04650680273307632,0.021493746210224297,-0.21863998659105519,-0.312710273906902,-0.05318935023532438,-0.12631598232431518,-0.13105667970955323,0.2842424845647636,0.34767857886507036,0.23786100456813392,-0.12558443021540236
geol_permeability,-0.04663014784787258,0.2309197701472574,-0.09928417238071288,-0.2954361080744937,-0.18408978018280192,0.14453494908463485,-0.019843448418532056,0.13916979347218558,-0.05689392031684951,-0.1232063522930857,0.11750143301792618,-0.0022992665182301124,0.27030273542193717,-0.21294095368774466
