paradigm,basin_id,frac_snow,snow_regime,xaj_k,xaj_b,xaj_im,xaj_um,xaj_lm,xaj_dm,xaj_c,xaj_sm,xaj_ex,xaj_ki,xaj_kg,xaj_ci,xaj_cg,xaj_a,xaj_theta,D,D_rms
IC,01139000,0.246562671549799,S3,-0.0016228936118523,0.80465496976243056,0,0,-0.097971308538560301,0,-0.14220211088077239,0.1249529095232904,-0.077067846536722995,-0.62803516234647361,-1,-0.44834494223219401,-0.30546742635097268,-0.093937720873058503,0.022438644359378999,1.5482003240681261,0.39974360478058524
IC,01139800,0.26232897318020992,S3,-0.063596458245130993,0.94003088726558282,-0.41918011149616152,0,-0.44473721916327502,0,0.2101236127002403,0.27962101029830022,1,0.50122740276285538,0,-1,-0.15676656144121501,0,0,1.9129428231336667,0.49391971308291271
IC,01142500,0.25230789054282088,S3,-0.087706660144898196,1,-0.38692497449880758,0,-0.6492128244678359,0,0.52322672630834854,0.32947471295822878,-1,0.0145360470589687,-0.1543066693909852,-1,0,-0.1398867512944926,0.67170123036363438,2.1109176132958924,0.54503658410072664
IC,01144000,0.248466348504845,S3,0.0067086043821959996,0.93909585730656997,0,0,-0.5804409716647666,-1,-0.35736701971617379,-0.3297607623800437,-0.4293292643780266,0.0007680283099872,-0.16945952621941321,0,0.055859514145540898,0.070676894805939305,0,1.6359912439502544,0.4224111228240327
IC,01162500,0.22676918468004301,S3,-0.0084841206440227999,0.72492455966337477,-0.0123018389623154,0,0.38232373247624502,0,0,-0.1492651587782117,0.088136045793850107,0.11371437676546001,-0.2113272724628586,-0.055035548421269599,-0.70228978289087374,0.084762562538116995,-9.3000364309967092e-05,1.1238207803407567,0.2901692777587716
IC,01169000,0.23897260589607891,S3,0.0028831669727141002,0.907893123702736,-0.12964097714008649,0,0.1336101356146277,0,-0.89234929652509143,-0.10067367229037021,-0.4280172367608383,0.114638808948458,-0.13426526616240811,-0.99836882436132801,0.50511378907169957,0,-0.21902243516839751,1.7831371772709483,0.4604040394382457
IC,01170100,0.23465373540593401,S3,0.0001125548003298,0.66869983825835477,0,0,0.56361322201251396,0,-1,-0.1764416765071268,0,-0.70098230633536351,-1,-0.32521393549912819,-0.044386861064074003,0,0.17869479943509151,1.8512140173436595,0.47798140396251476
IC,01181000,0.2175630410405919,S3,-0.00063378933499859999,-0.016059445247188799,0.071874395381920697,0,0,0.4777050932389128,0,0.20963629381347559,0.32890591169550792,-0.23195582795484301,-1,-0.1407919734459612,-0.14406655192916279,0.30843817845154198,-0.40926611861448547,1.3201389282142397,0.34085840557692393
IC,01187300,0.20126933569514591,S3,0.0188629633987842,0.80813355939639886,0,0,0.18330516400972299,0,1,-0.85579943150213122,0,0.38014648922859251,-0.571437919241921,0.64877214554313145,0,0,-0.095172981897078901,1.8222088117060184,0.47049229206998772
IC,01195100,0.1060428920917169,S2,0.017428752458690001,0.061587579864981,0,0,0,-0.036083836589753601,0,0.0124292178278511,0.20905648134621091,-0.44248446545190512,-0.76144514153165443,-0.41902876833724501,0.11940030466419781,0,0.057196239537420597,1.0089410733592779,0.2605074649616746
IC,01333000,0.22224496801649801,S3,-0.0147421395185758,0.080557281786248394,-0.12164479064518301,0,-0.0053605590932061997,-1,0.45654291293370047,-0.3426367123079781,0.064886083318224902,-0.0097960824455127996,-0.14912854606845141,0,-0.50525212009669873,0,0.23540462198855541,1.2979232936465921,0.33512235339652863
IC,01350000,0.231159657658639,S3,-0.038574623677834298,0.018264534648228099,0,0.23951123369461519,0,-0.032878105579629301,-0.16362361569069869,0.32571150893883211,0,-0.50867525983270023,0,-0.89249282328599333,-1,0,-0.61140555047890344,1.6193330655292668,0.41810999965052359
IC,01350080,0.221156578322867,S3,-0.0110950518237725,-0.051237920722705797,0,0,0.40658834488807483,0,0,-0.52032359390891114,0,0.084710022232225901,1,-0.21035756618113571,-0.43803289977078502,-0.3850419454168944,1,1.6823660017369384,0.43438503379684801
IC,01350140,0.2198590266828109,S3,-0.037976059367016403,-0.3512091665598161,0,0,1,0,0,0.030135048091376099,0,-0.57142532484177511,0,-0.78570201161962805,0,0,0,1.4385940128534582,0.37144337691567614
IC,01365000,0.20227021109368101,S3,-0.001088807703595,-0.049106717787281602,0,0,0.4322405790124268,0,-0.58257225187107975,0.048188609810901402,0.1239415528344556,0.23885267811973951,-0.2278077872188484,-0.1829461109097946,0,0.44514029543701678,-0.64056304139067055,1.1389494345846425,0.29407547948791157
IC,01411300,0.048094855035164502,S1,0.016486657883094499,0.0517300346692154,0,0,0.063493112906324201,0,0.27756008853210101,0.2243137676056477,-0.7020916168830873,0.021224200102309802,-0.1342717792311805,0.61835189693191062,0.30465563349094338,-0.10947254243591791,0.034042608997593503,1.0649247517745846,0.27496238857246891
IC,01413500,0.216908033968228,S3,0.024283495725089001,-0.061521160077773897,0,0,0.47029620834666902,0,0.64196655367236444,-0.181831820014104,-0.017590621452453801,0.093263345813269699,-0.076176508125958706,-0.030435553464468301,1,0.43440564697246742,-0.1644514473543997,1.3792121451356423,0.35611104459982329
IC,01414500,0.216628505016047,S3,-0.0045970283135150997,-0.032735648982846699,0,0,0.21531813178373321,0,-0.1776329538581691,0.0086028871992150993,-0.31045624100779762,0.45488353493099298,0,-0.043367883257622301,0,0,-0.84121541201145866,1.0449441993996063,0.26980343213271446
IC,01415000,0.213452184948768,S3,-0.0058204222398381003,-0.016731594021351399,0,0,0.5590592134449679,0,-0.014427122727663499,0.033149070721299898,0.070898418183530001,-0.51741259860888855,-0.66741598338996633,-0.6520852309280265,-0.38218948201689917,0,-0.018364398292509802,1.2664816255750064,0.32700414960864649
IC,01423000,0.217830297712483,S3,-0.012366180592720301,-0.19277439680397879,0,0,1,1,-0.73143989915857888,-0.30415099670980672,0.83736552438037315,0.27784761729116503,0,0.77134606044731913,0,0.63747883007304018,-0.2705263301685274,2.1254989683118661,0.54880147377686017
IC,01434025,0.23781373120697991,S3,-0.0052195090844957999,-0.101696508059562,0,0,0.15284357222295331,1,-0.14843617892490951,-0.1666126867990623,0,-1,1,0.2671516569286555,-1,-0.25792185890229441,0.19370237654111,2.0637194506496543,0.53285007090736203
IC,01435000,0.223616269388589,S3,-0.0102044124411758,-0.016584712391870801,0,0,1,-0.50839644743773416,-1,-0.046275217848366801,-0.14224088789087491,1,0.14463602519763891,0.16063519337391211,0,0,-0.31891194391107658,1.8519309030212185,0.47816650304853614
IC,01439500,0.163765228832016,S3,-0.029011536886762401,-0.0249239910952057,0,0,0.23165090757966411,0,-0.61582072347504813,0.050482282956486602,-0.60817557865823302,0.1224732064538627,-0.80669492754238215,-0.27198961988511478,0,0.20161233271186879,-0.75019598546558663,1.4662750326846556,0.37859058550316049
IC,01440000,0.147767408338048,S2,0.0017714165650617,0.038058823158681102,0,0,0.068091096517262598,0,-0.1008326050593103,0.14392283608777751,-0.0080707671374805005,-0.2977547006039587,-0.70192263707151936,-0.505928844132567,-0.26111466318200172,-0.0308830764332623,0.0029200610520979,0.97133647497675213,0.25079799940991854
IC,01440400,0.17222337109288191,S3,0.0054062536820512,-0.0236412945974626,0,0,0.054968715305198701,0,-0.95906339370407356,0.14998333484013171,-0.23601072637948661,-0.56169264117126838,0,-0.51598689271450571,0.00080489513157969996,0.1467997254837381,-0.80018588701305871,1.49839838244801,0.38688479874701831
IC,01451800,0.12836266599142701,S2,-0.0104220194696877,0.036611185467115899,-0.12683642684280791,0,0,0.076359970076378597,1,-0.047972486091847698,0.100714765508857,-0.0061811443882409996,-0.1886256233256341,0.3431980368428188,0,0.43591200205758562,-0.48825321292772961,1.2718590107769761,0.32839258449753783
IC,01466500,0.062661769761676103,S2,0.070827969245442504,-0.018941516089939301,-0.0115837290905872,0,0,0.44696918057077678,0,0,-0.3675102544888601,-0.56212558312986505,-0.6489159887831073,0,0.0025101251836157001,-0.19307794084411919,0.044001114491888801,1.0567182322296047,0.27284347433726669
IC,01484100,0.042571686471381001,S1,-0.064242754077993403,0.032822164137200502,0,0.23483232713370919,0.92217435308571438,-0.73169941512906955,0,0.045383490657654402,-0.0034874787469926999,-0.036879578579498203,0.017809583443451599,-0.20678254640643259,-0.49708518527370238,0.054307829180509401,-0.0016162349901371999,1.3201113525457477,0.34085128556993527
IC,01487000,0.042468989425902499,S1,-0.028403957369971498,0.10927875495541139,0,0,0.1676912805796614,0,-0.024991578032538399,0.1444009053718428,-0.0575071811069542,0,-0.054961691518582399,-0.69908897460283703,-0.25235752540669898,-0.0083984939485342008,0.0042025401336192999,0.78814400435730025,0.20349790688593664
IC,01491000,0.050025721123379302,S2,-0.0083339909979566994,-0.048743329854396798,0,0,0.11804248969526469,0,1,-0.038413533558861297,0.17515308841663149,-0.14333980189254891,0.1776522732503576,-0.25655382307898988,-0.26472718783578808,0,-0.0024063530799511,1.1120010650065575,0.28711744038235387
IC,01510000,0.23705740062296191,S3,-0.015637150260104898,-0.13429870081373871,0,0,0.45116881067898562,0,0.91259207973553724,-0.0538834489825879,0,-0.061082907978764402,0.1353454566592126,-0.41353205090267092,-0.075666837884694693,0.64758540937590603,-0.80861695837207415,1.5262940990767255,0.39408744180925404
IC,01516500,0.199238597784613,S3,0.0022713935400893001,0.099995444274703096,0,0,-0.28041278189652569,0,0,-0.0396083048140193,0,0,0.91687687451005839,-0.084946677562050502,-1,0,0,1.3921506869608844,0.35945176173404803
IC,01518862,0.20111134491157401,S3,-0.037342378613725302,0,-0.13195782270646669,0,0.53613748535856165,0,0.39873078077830532,-0.0175463323351393,0,0,0.45806891205106642,-0.30948545469912742,-0.61788316386673381,0,0,1.0737470893031535,0.27724030632732011
IC,01532000,0.17674126662110801,S3,-0.00077375239104120002,-0.049430281868814999,0.1161454816294845,0.73937233187664053,0,1,-0.66336726562009751,0.0039370977906959996,0.10437338568163849,-0.59946714050484196,-1,0.034125130762342103,0,0,0,1.8368712475496438,0.47427811672580078
IC,01539000,0.156285913306627,S3,-0.014896538847739499,-0.1130087699128601,0,0,0.2634337113185613,0,-1,-0.3007919862228261,-0.46870283386319528,0.094142937392482695,0,0.201019548762876,-0.00071399482410079999,0,-0.0101632356104244,1.2008013688556449,0.3100455802453988
IC,01542810,0.189716485804691,S3,-0.049707118645860998,0,-0.14163628801396,0,0.59945808189733685,0,0.4005473174367466,-0.060322792516829898,0.016258692028830499,0.14565029007566649,0,-0.059029385656423003,-0.2255168261421292,-0.1384682752090213,0,0.80059524294767903,0.20671280286594945
IC,01543000,0.18805657708399501,S3,-0.015435516817172101,-0.24474376461017219,0,0,1,1,-1,-0.018169078215975899,-0.0064607736642081004,0.026028907919909802,-0.1555711800647544,-0.15764877522251761,0.2543455919866211,-0.053354258119690801,0,1.7826331680860372,0.46027390482627928
IC,01543500,0.18165361094167101,S3,-0.0073137265713880996,-0.088533660795451594,0,0,0.53049876374714866,0,0.61171863224580392,-0.0160578183276648,0,0.078995972595417005,-0.1667778319126198,0.1403600916038214,0.092265027931924801,0.53711571320951323,-0.27657440563011337,1.0445256662322262,0.26969536733357458
IC,01544500,0.20336289315931991,S3,-0.0067255652563354001,-0.1089092182832319,0,0,0.72651313857773758,1,0,0.13947784585544701,-0.013809532926645,0.119619844399486,0,-0.32279017064254589,0,-0.41871008763576573,-0.0066620150139535001,1.3613366540407568,0.35149561264543855
IC,01545600,0.192645540908709,S3,-0.0034272518550589998,0.024920867209017001,0,0,0.088682500876367101,-0.96004212155616675,0.46402043107272067,-0.063118454272345706,-0.13038119054844971,-0.077178000189656801,-0.16613875251969321,-0.34604504005842729,-0.47590641181963772,0.4220334377922686,-0.1410728876425604,1.3207129911444355,0.34100662798814546
IC,01547700,0.15617299826603501,S3,-0.0067813023988743002,-0.0405662987445825,0,0,0,0,-0.3483170000459746,0.1177107716767552,0.506394490769843,-0.36109194364095171,-0.2742492042518026,-0.24838213434221831,0.2151959804802184,-0.53489615555864423,0.060425372805220999,0.99833645861920006,0.2577693652095901
IC,01548500,0.20208863048231901,S3,0.013726456903029,-0.16446251502547521,0,0,1,-0.0520049981433423,0,0.015246890879104601,-0.30811279670490987,0.0095972019999471005,-0.1896557293712772,-0.3379737134280309,0.64119842534026816,0.24595424043456721,-0.087774201637492402,1.3246613416009014,0.34202608769233767
IC,01549500,0.186519052942025,S3,-0.00044120593589280001,-0.028934424530561501,0,0.1813768389879146,-0.16457994604651571,0,-0.59469560847913738,0.085145978650315299,0.36775198247084739,-0.61283969159143126,-0.41433896728827102,-0.65910391404218727,0.1793466603430571,-0.41544643419071042,0,1.3203802248407657,0.34092070809799269
IC,01550000,0.1798255128545739,S3,0.0146515486358453,-0.17396863249406061,0.23306418158367059,0,0.59373249129005157,1,-0.957357405632558,0.0551336671593513,0.20099699138392971,-0.64621184677847121,-0.60410790016378535,-0.14641163811747571,0,0.37846694447524898,-0.14754012043793291,1.8347390658543317,0.47372758977933194
IC,01552000,0.17305912288721001,S3,-0.0042931813117876002,-0.016942448739005401,0,0.046440259088782201,0.058637493495828898,0,0.99460215204212366,0.011441709567940101,-0.1982636107518107,-0.3927408672689513,0,-0.70860339674055006,0,0,0,1.3003605295806144,0.3357516450087451
IC,01552500,0.18516970797955501,S3,-0.014930080770854001,-0.065277863825345894,0,-0.53663109765679118,1,-0.46142715331079798,0,-0.071494416741394701,0.48481892802829762,0,-0.57144489535231446,0.080799680237808105,0,0.12903488510898209,0,1.4475015587306985,0.37374329537155149
IC,01557500,0.15867182381750991,S3,-0.0068437430595471001,-0.14513243601772369,0,0,0.39884765943337691,0,-1,-0.23244878897939339,0.72697567895466064,0.084625975141042503,0,0.73969996822576733,-0.2143410651635014,0.12540776198084139,-0.3563122745348678,1.5829279920940862,0.40871025010839607
IC,01567500,0.12603606593838301,S2,-0.0117339060867149,0.79258884148844055,0,0,-0.2676180336763837,0,0,-0.092986292816755606,-0.10063739868162,-0.0027030807326507002,0,0,-1,0.37978094710093457,0,1.3649063628118929,0.35241730748686662
IC,01568000,0.12851085803135801,S2,-0.014166245272321,-0.11025464011851629,0,0,0.4351869046819048,1,-0.42381315430532052,0.23352287091836621,-0.61306945436261862,0.2323349974501886,-0.89625154152086961,0,0.512337705660454,-0.22444499115779101,0,1.7268065735547828,0.44585954009994444
IC,01580000,0.081688092395438602,S2,-0.027231322253009199,-0.49704618932123612,0.065504841236895706,0,0.36792182781980159,0,0,0.1404674418237227,-0.068776637815340005,-0.14860063818584779,0.18517753635898271,-0.71652262320315052,0.021048717680375299,-0.1947527693524613,0,1.0099823621496646,0.2607763245712586
IC,01583500,0.0807286497637624,S2,0.060029028562861297,0.77928589242154167,-0.20171313833721499,-0.085114177935820198,0,-0.99337535831576762,0,-0.074350141716218399,-0.1341114668700005,0.0017461047382591,0,-0.67976288052905376,-0.055209311400448199,0,-0.16221731433633729,1.4698891724384946,0.37952375237499275
IC,01586610,0.088413478566146897,S2,-0.015110964050726001,-0.19390014632069971,0,0,0.1143072102389196,0.3985999355146746,-1,0.034205805918045298,-0.069627724749231096,-0.012049139648615001,0,-0.25714411647458041,0.094283920836744001,0,0.0478541849306219,1.1372068726675828,0.29362555193561113
IC,01591400,0.083876422731703204,S2,0.056498674076135902,0.11424094627579361,0,-0.2747358248927646,0.087981789291985996,-0.165977794837012,0.29527701039248733,-0.033799972586374398,-0.2585817203871788,0.2083334555239906,0.39835345987278198,0.25698573805975139,-0.0331409347532374,0,0,0.74258740025737624,0.19173524228668529
IC,01594950,0.18921429733490791,S3,-0.0174262679212344,-0.062905395380310494,-0.055261346166667898,0,0.17683865528585169,0,-0.2166889135088268,-0.1187222263205652,0.62710249690043918,-0.42264649717844222,0.54766417686620195,0.16829297521728689,0,0.1400851612156257,0,1.0096561661991794,0.26069210113900332
IC,01596500,0.188402157557544,S3,-0.0127444355964638,-0.068990193871484598,0,0,0.71928097161483584,0.27252372674525932,0,0.069911111413742705,0.1336024145329878,-0.082435216539802597,-0.053278069089603003,-0.2938269853493104,-0.2624937711866705,0,0,0.88553087395454377,0.22864308849189646
IC,01605500,0.137136101417764,S2,-0.017684302433641101,0,0,0,0,-0.52938999420808475,0.16008221521011129,-0.0068118663847217004,0,-0.022426586298462201,0.0055504111063701001,-0.12977979924371499,-0.61274361699454105,-0.14929417595250269,0,0.84932871371424912,0.21929573091140359
IC,01606500,0.14875051892129501,S2,-0.016912449797250699,-0.048873426489770798,0.0033288411440601999,0.069378487671580294,0.17563656108003889,0.18309316185470009,0,-0.065362327770021697,0.035725783221599,-0.014043728177231001,0.0051930889604719001,-0.14697596083910611,0.0017084853298809,-0.068037431955937103,0,0.32229972091543396,0.083217430106184931
IC,01632000,0.110024870103334,S2,0.13450959834568871,0,-0.067454254116434006,-0.66357314122709365,-0.28044473076274029,1,0,0.076283546685850898,0.16954842433158421,0.0011045470648908,0,-0.14287000830857011,0.49987821812586097,0,-0.055021503889449701,1.3599654315642176,0.35114156452439982
IC,01632900,0.098076329237385504,S2,-0.057486949305828899,-0.12895056435973559,0,0,0.1417960333036099,0,-0.13812385820338921,0.32036479794615053,0.81962153882987776,0.16352807143866871,0.3135420100583482,-1,0.076916430346360906,0,-0.41966588853434872,1.4630844134253427,0.37776677115279994
IC,01634500,0.114828393813144,S2,-0.0041449782754661999,-0.032389432043976103,0,0,-0.0223913414808357,0,-0.41542481599543962,-0.1219373238410172,0.91427813972748717,-1,0,-0.52235773038266153,0.37610864122080367,-0.25525010027279388,1,1.8720006826871114,0.4833484978757398
IC,01638480,0.084558382348827801,S2,-0.0084110018124126992,0.043303226521781799,0,0,0.098859034368891902,-1,1,-0.012557386203362801,0,0,0.97934810479817136,0.00047724031085529997,-0.1515612334282179,0.2987801606743215,-0.0186340711976716,1.7560145983543631,0.45340101967490359
IC,01639500,0.096126350142111197,S2,-0.046065842717823102,-0.29504297340229041,0,0.28314150873516392,0.48025028320526592,0,0,0.0280863193653564,0,-0.14407471621903761,0,-0.38367477575942532,0.048412881633913503,0,-0.0054422289751898997,0.75571687172801894,0.19512525724337226
IC,01644000,0.084351798741143902,S2,-0.0047894165240373,-0.017232945149502799,0,0,0.0908064339879186,0,0,-0.059123957737552101,0.64101792014783343,-1,0,-0.3865827616010965,0.3589641066914307,-0.40329723039464721,0.96797453333614925,1.6735860158304414,0.43211805118379476
IC,01664000,0.082796425784603597,S2,-0.047423496574254299,0.26585301260722211,-0.034581854403965197,0.1053384245266271,0.40797174894663357,-0.2473864585206571,0,0.069669197488283999,0.2270417683762582,0.0074369034685421997,-0.36684347759533598,0.16386165636595579,-0.38285597325190113,0.0233031501032652,-0.012835944502651899,0.82342470917782551,0.21260734570009357
IC,01666500,0.082255397803329397,S2,0.12570560343364029,0.037181844636701898,-0.0018040625015657999,-0.41929314829536352,-0.2370670380435137,0.22920171336867209,0,0.29791585848694258,0.1131131275663414,-0.85978721845123895,-0.90754664816842356,-0.78931650709711254,-0.0026100002646288999,0.012330845019606801,-0.11977062560047901,1.6135911576495192,0.41662744541094227
IC,01667500,0.078811793477170905,S2,0.19300430663778581,0,0.14387027761129961,-0.95571984778182484,-0.31946137286872861,0.28172969697427258,0.92025336089895715,0.0270515640808872,-0.070888857280188997,0.0016000965491519,-0.0060195876277161003,0,-0.045873975918190299,0,0.0121617694853625,1.4169302484654844,0.36584981700295721
IC,01669000,0.0412059832430485,S1,-0.0012176385444218,-0.1769715436292402,0.031174578331854799,0,0.1046875502495354,-0.075999839081390297,0,-0.053388060798872802,-0.30758593980497873,-0.0022613416313767998,-0.081349480715131706,-0.2019250295885554,-0.0082131170583031998,0.0032587541117254002,0,0.44041090174363379,0.11371360586275231
IC,01669520,0.0368199149910729,S1,-0.0211848219384657,-0.3380274241615554,0,0,0.3046397802571561,0,0,-0.2271018309690723,0.096741888400090903,-0.14338601373046431,0.29553351947477402,0.37269088659093352,-0.60818690319662916,0,0.012260558828295499,0.94089888086817997,0.24293904640451047
IC,02011400,0.129154721501962,S2,0.0045099444193100998,0,0,0,-0.015420510482341001,0,0,-0.077979010028200804,0.090210246753845702,0.15725330465502679,0.3455198744385759,0.57348747943072387,0,0,-0.1388580452407446,0.711869916217444,0.18380402201174864
IC,02013000,0.097914337240757404,S2,-0.036908331743584502,-0.85108287381175673,0,0,0.39966501060395859,0,-1,-0.046114442601282703,0.032935055967329999,0.1255170777478109,0,0.429355267409948,0,0.46026289917952168,-0.1135787458421384,1.5210161780218063,0.39272468845270075
IC,02014000,0.097868084176085807,S2,0.015842529069234002,0.287074858469552,0,0,-0.2041546529511577,0,1,0.0025154070163625002,-0.012338206697918,0.0242263674895522,-0.105078518708598,0.028596156630777799,0.068732705353748896,-0.0030590477294395002,0,1.0684944247581496,0.27588407417358579
IC,02015700,0.12856724871879591,S2,0.021102185168533499,0.090942738177178406,-0.059871108254052403,-0.068286374188030505,-0.80999533886612574,-0.7544505260531208,0.069178941552977102,0.0025567184003820998,0.0193256183407449,0.60059553422659795,0.4597179567280768,0.049214792843359903,0.053278297210882501,0,-0.16834432818778369,1.3612763609848442,0.35148004504534247
IC,02016000,0.10207736342912301,S2,0.0011867200443772001,0.023474721110602399,-0.00050848882013809998,0,0,-0.85921575628460145,1,-0.0132456061156641,0.34595726439213631,0.0612582892354189,0.097082000835719398,0.31415095558817951,-0.054381967064854798,0.60301467017009935,-0.41177845289711579,1.5832498921355302,0.40879336434170649
IC,02017500,0.0901845265568013,S2,-0.0061532814592913003,-0.052088940093269802,0,0,0.15219576578727481,0,0,0.0129214426619098,0.21720115972476081,0,-1,0.099759976121688798,0.33858286599211967,0,-0.017759474892631001,1.0946066819046365,0.28262622997760112
IC,02018000,0.084968614429657002,S2,-0.035307073507438301,-0.10974612624702321,0,-0.79049294940253712,0.80990609091302945,1,-1,-0.067518678490446196,0,-0.0255616727769221,0.38759906082913009,0.1730525828068526,-1,0.54976325683403093,-0.12962087634820491,2.1905596066761266,0.56560005836875382
IC,02027000,0.090473222381479201,S2,-0.020044275419365699,0.044858972845374302,-0.20629269052429369,0,0,-1,0.57562464707704397,-0.043543000834462803,0.072726352642045702,0.18319542276830819,-0.0407616615624719,0.13744984027115681,0.084810934088124207,0,-0.1166176660560367,1.2076451189579058,0.31181262892350958
IC,02027500,0.10078601830768701,S2,0.020863945145597699,-0.0375724700009719,0.0087373916454225996,0,0.33001645041936861,0,0.58669048896335063,-0.048472095337983599,0,0.041815664687947597,0,0,0.1236356314805586,0,0,0.6887842821381589,0.17784333692336801
IC,02028500,0.080256957904830104,S2,0.0078441576150080992,0,0.066098487160905606,0,0.018094009366774699,0.10446259851556119,0,0.14150267804705449,-0.82429164490015527,0.095412132029530194,-0.79830728576572685,-0.49293278962213699,0.14584165889548029,0,-0.068840037226364795,1.2769258259383618,0.32970083054676175
IC,02038850,0.065522597851002701,S2,-0.025051313804441401,-0.0600867291865105,-0.021695010575424702,0.093209492509755701,-0.074728201648397205,0.32116112001398522,-0.10222883717492071,-0.0089287849085835994,-0.2085836025595775,0.047694416857924103,0.073256663681351503,-0.1692016769766588,-0.061900435623379803,0,0,0.46504320300131946,0.12007363869940435
IC,02046000,0.0453728268084366,S1,-0.14962586736329461,-0.452087654205096,0,0,0.81052705124239932,-0.3596244554214541,0,0.1181130546064601,0.26030691699550662,-0.1220882579299668,0.1342713599977011,0.1061470631537571,0.39405304498568611,-0.0148181106337945,0,1.1377452703603543,0.29376456562212716
IC,02051500,0.052551496570471,S2,-0.010072604322948301,-1,0.1309164824094024,-0.45150237217449413,0.38289463718531142,0,0,0.013754994227832201,0,0.74318696356391434,0.40091616063776692,0.047640710506115701,0.0131255903075799,0,0.0016982425169096999,1.4433980431512812,0.37268377220488574
IC,02053200,0.024831683184578401,S1,-0.0020404562531926001,0,0,0.0236562613217393,0.0215307319782365,0,0,0,0,-0.041483428876474701,0.017139878439284401,0.078756066791583396,-0.0325674911464712,-0.0045819043230371998,0.0001149602845179,0.10161777149875684,0.026237595779559728
IC,02053800,0.093817255030013605,S2,-0.0008579162874287,-0.011491898047076701,0,0.017579168877411101,0.030839023432274001,0,-0.44191343374062653,0.0085362652537858998,-0.84495376601452887,0.052791944471221298,-0.091688378112066607,-0.49033080686991332,-0.13256344928217589,0,-0.11896105804760999,1.0927227184413142,0.28213979270304707
