basin_id,frac_snow,snow_stratum
02055100,0.0622119918873982,S2
02056900,0.0646059372808137,S2
02059500,0.0529389162953181,S2
02064000,0.0606011692596163,S2
02065500,0.0617139970732649,S2
02069700,0.0533951587612168,S2
02070000,0.0508621647943431,S2
02074500,0.0524690208413809,S2
02077200,0.0489889008542847,S1
02081500,0.0436247713972968,S1
02082950,0.0329927432325966,S1
02092500,0.0120832517590196,S1
02096846,0.0392525452032849,S1
02102908,0.0235111757954398,S1
02108000,0.0092819261110396,S1
02111180,0.0460568781002514,S1
02111500,0.0523692516718814,S2
02112120,0.0524049751607388,S2
02112360,0.0531136274470014,S2
02118500,0.0413708350211441,S1
02125000,0.0247912331690011,S1
02128000,0.0256704433801346,S1
02137727,0.0405315310761795,S1
02140991,0.0420384668349782,S1
02143000,0.0313262156816952,S1
02143040,0.0345610698452001,S1
02149000,0.029590457635321,S1
02152100,0.0300807469143999,S1
02177000,0.0267395574591906,S1
02178400,0.033836252850455,S1
02193340,0.0127448828346305,S1
02196000,0.014697822503637,S1
02198100,0.0030935926215692,S1
02202600,0.000456804897604,S1
02212600,0.0090237999831922,S1
02215100,0.0010333057458655,S1
02216180,0.000534865436369,S1
02221525,0.0095385192188569,S1
02231000,0.0002359180653982,S1
02245500,0.0004366285424588,S1
02246000,0.0003326922230974,S1
02296500,0.0,S1
02297155,0.0,S1
02297310,0.0,S1
02298123,0.0,S1
02298608,0.0,S1
02299950,0.0,S1
02300700,0.0,S1
02342933,0.0027962712555372,S1
02349900,0.0010817469729248,S1
02350900,0.001767717746493,S1
02361000,0.0015124422847458,S1
02363000,0.0026556564479946,S1
02369800,0.0008723526438152,S1
02371500,0.0040171402581935,S1
02372250,0.0034759991435446,S1
02374500,0.0030425564536237,S1
02381600,0.0166377865167783,S1
02384540,0.0316827871052048,S1
02395120,0.0124894104226604,S1
02415000,0.0124691410953683,S1
02427250,0.0031810787432098,S1
02430085,0.0126767241295668,S1
02450250,0.0142864105715527,S1
02464000,0.011217518412828,S1
02464360,0.0095365763059721,S1
02465493,0.0073106547528566,S1
02469800,0.003171649398055,S1
02472000,0.0060147222598053,S1
02472500,0.002454389871356,S1
02479155,0.0018026132328254,S1
02479300,0.0007412865485982,S1
02479560,0.0008881841770739,S1
02481000,0.0003653977736162,S1
02481510,0.0007622545076852,S1
04015330,0.196079390089318,S3
04024430,0.1608667587394,S3
04027000,0.235000084730923,S3
04040500,0.309607600434067,S4
04043050,0.299401075000363,S3
04045500,0.300079815277018,S4
04057510,0.253134692886369,S3
04057800,0.334246736484748,S4
04059500,0.235319790957285,S3
04063700,0.211966109984869,S3
04074950,0.203272983314769,S3
04105700,0.154578943663624,S3
04115265,0.17692366303836,S3
04122200,0.175430988197981,S3
04122500,0.184317913063151,S3
04127918,0.290254060373262,S3
04127997,0.268061615104673,S3
04161580,0.157673147023086,S3
04185000,0.125203448992686,S2
04196800,0.099311648741759,S2
04197100,0.111863760810241,S2
04197170,0.10758495614117,S2
04213000,0.162227338465539,S3
04213075,0.160655070848624,S3
04216418,0.225393876789264,S3
04221000,0.207214753166224,S3
04224775,0.204650190587357,S3
04233000,0.169532329377697,S3
04256000,0.279703584506989,S3
03010655,0.207261759338099,S3
03011800,0.210192690903197,S3
03015500,0.192038519147369,S3
03021350,0.208263538884948,S3
03026500,0.209814940150446,S3
03028000,0.203474312123818,S3
03049000,0.139333377128464,S2
03049800,0.116341909362209,S2
03050000,0.158964457158934,S3
03069500,0.194644630432116,S3
03070500,0.144725592442485,S2
03076600,0.189395500517419,S3
03078000,0.194625437344426,S3
03140000,0.0894584784615066,S2
03144000,0.0936024048579887,S2
03170000,0.0945585836238721,S2
03173000,0.0942000993572573,S2
03180500,0.195303023284764,S3
03182500,0.170253081143655,S3
03186500,0.1907316712122,S3
03237280,0.0847306381238598,S2
03237500,0.0787104016916548,S2
03238500,0.0747385312973334,S2
03241500,0.0779467519548554,S2
03280700,0.0584460847843343,S2
03281500,0.044067880842997,S1
03285000,0.0446468108120254,S1
03291780,0.0673686532615331,S2
03338780,0.0725503193755769,S2
03340800,0.0732286680426859,S2
03346000,0.0621069652969445,S2
03364500,0.0804170575814994,S2
03366500,0.059067129172147,S2
03368000,0.0670858663666364,S2
03384450,0.0496725306242436,S1
03439000,0.0374660918206049,S1
03455500,0.0774314166204897,S2
03456500,0.0638736766495558,S2
03460000,0.077253343718732,S2
03463300,0.0849163900758962,S2
03471500,0.0838711696088708,S2
03473000,0.0832667330515825,S2
03479000,0.0904171237520879,S2
03488000,0.0815490515140822,S2
03498500,0.0343707789266315,S1
03500000,0.0292489179120406,S1
03500240,0.029394718558517,S1
03504000,0.0589912291417263,S2
03574500,0.0200681785915394,S1
03592718,0.0149109120314144,S1
03604000,0.0255990760932844,S1
05291000,0.148874500915531,S2
05362000,0.174430982504896,S3
05393500,0.19616986570515,S3
05399500,0.156958255923397,S3
05408000,0.140156645371,S2
05413500,0.124159245932601,S2
05414000,0.123542293769616,S2
05444000,0.113352332875094,S2
05454000,0.102381239516297,S2
05458000,0.122540965691067,S2
05466500,0.107102802145215,S2
05487980,0.0964519167641938,S2
05488200,0.10182137585369,S2
05489000,0.0977424681708028,S2
05495000,0.0965623589589288,S2
05495500,0.0758324970984556,S2
05501000,0.0805965933083467,S2
05503800,0.0832843857982754,S2
05507600,0.0742633892998097,S2
05508805,0.075793058486455,S2
05525500,0.0775662992910571,S2
05556500,0.106987814559373,S2
05584500,0.0864765586667042,S2
05591550,0.0692516054963585,S2
05592050,0.0740889287495313,S2
05592575,0.0638801924050215,S2
05593575,0.0547473552431735,S2
05593900,0.0734339258739105,S2
05595730,0.05667164669358,S2
07291000,0.003569389743915,S1
07359610,0.0301790248613661,S1
07362100,0.0183234657917035,S1
07362587,0.0366380668861851,S1
07375000,0.0005081655254214,S1
08013000,0.0032863361803717,S1
08014500,0.0022457658116513,S1
05057200,0.141789208175196,S2
05120500,0.19176626992326,S3
06221400,0.714826752405444,S5
06224000,0.693901350936104,S5
06278300,0.732862235334757,S5
06280300,0.666773488915146,S5
06289000,0.583642806430044,S5
06291500,0.404772816694431,S4
06311000,0.57382796016244,S5
06332515,0.173914615394175,S3
06339100,0.160349274004295,S3
06344600,0.162624033289867,S3
06350000,0.164913327830338,S3
06352000,0.168403955596369,S3
06404000,0.191294358675479,S3
06406000,0.167832878351021,S3
06409000,0.343337176611808,S4
06431500,0.36993144167527,S4
06440200,0.140805850137048,S2
06447500,0.155649176414783,S3
06470800,0.14718946482151,S2
06477500,0.132381124658994,S2
06479215,0.164751422321796,S3
06601000,0.105879368005318,S2
06614800,0.760476738091987,S5
06622700,0.717691988588396,S5
06623800,0.753935609059572,S5
06632400,0.744511869620645,S5
06746095,0.728744289492069,S5
06803510,0.0940475934983777,S2
06803530,0.0991958577666237,S2
06814000,0.0902842088456011,S2
06847900,0.102382584534704,S2
06853800,0.104135741933305,S2
06876700,0.0796113854216262,S2
06878000,0.0727867121382812,S2
06879650,0.0672497335190048,S2
06885500,0.0842987262187572,S2
06888500,0.0703719655848806,S2
06889200,0.0716152496141078,S2
06889500,0.069599735811632,S2
06892000,0.0715178249456991,S2
06903400,0.0979262678501136,S2
06906800,0.0604504736826071,S2
06910800,0.0613066358092003,S2
06911900,0.0618531603753962,S2
06917000,0.05107020470328,S2
06918460,0.0498588468679264,S1
06919500,0.0494466083766876,S1
06921070,0.0601238372834516,S2
06921200,0.0572554270612204,S2
07057500,0.0564394367095807,S2
07060710,0.0509984831292569,S2
07066000,0.0562313137196695,S2
07083000,0.710599947836907,S5
07142300,0.0867916780002227,S2
07145700,0.0617611519704068,S2
07167500,0.0520689190916616,S2
07180500,0.0557846206828486,S2
07184000,0.0453576175844397,S1
07195800,0.0482364215180522,S1
07196900,0.0460986315040519,S1
07197000,0.0408010944755726,S1
07208500,0.333134983679482,S4
07261000,0.0378060990134872,S1
07263295,0.0310455107281904,S1
07299670,0.02913235345217,S1
07301410,0.0754167591358171,S2
07315200,0.0162560388991893,S1
07315700,0.0208161228801737,S1
07335700,0.0430162960741129,S1
07340300,0.0385678054509223,S1
07346045,0.0168897938562348,S1
08023080,0.0072046599774758,S1
08050800,0.0196728968786143,S1
08066200,0.0023206818433828,S1
08066300,0.0017530511421341,S1
08070000,0.0023807368074233,S1
08070200,0.0024550978464837,S1
08082700,0.0128021384845558,S1
08086212,0.0131862313964449,S1
08086290,0.0128799846435909,S1
08101000,0.0091795525039557,S1
08103900,0.0092842421517583,S1
08104900,0.0093596117977168,S1
08109700,0.0051361625387599,S1
08150800,0.0082340595135767,S1
08158700,0.0064753537654614,S1
08158810,0.0058462589398929,S1
08164300,0.0021354784821483,S1
08164600,0.0008978831137086,S1
08165300,0.0056160383836324,S1
08171300,0.0043200262623378,S1
08175000,0.0022293177664445,S1
08176900,0.0018005933498891,S1
08178880,0.0030449353276083,S1
08189500,0.0016287321026845,S1
08190000,0.0037075564040486,S1
08190500,0.0044907633248583,S1
08194200,0.0005535601264272,S1
08195000,0.0043576302166992,S1
08196000,0.0023896281867178,S1
08198500,0.0030982528891208,S1
08200000,0.0026284470487446,S1
08202700,0.002762016493395,S1
08267500,0.471388008193727,S4
08269000,0.401645682298287,S4
08271000,0.48400245009705,S4
08324000,0.365429081915842,S4
08377900,0.466213354634129,S4
08378500,0.449989328985624,S4
08380500,0.291104431145414,S3
09035800,0.703715181667891,S5
09035900,0.689823885415144,S5
09047700,0.626945100722261,S5
09065500,0.715530725661926,S5
09066000,0.682272756610747,S5
09066200,0.712216418137875,S5
09066300,0.688317497264152,S5
09081600,0.66474212387336,S5
09107000,0.672583021372504,S5
09210500,0.65472507476901,S5
09223000,0.698323179997837,S5
09306242,0.35800746386243,S4
09312600,0.604725963590861,S5
09352900,0.633893898746821,S5
09378170,0.504005221672301,S5
09386900,0.307507544080434,S4
09404450,0.423599939585063,S4
09430600,0.21287165392999,S3
09447800,0.0394826699276366,S1
09484600,0.0101482581857307,S1
09492400,0.271766261706385,S3
09494000,0.235554110470522,S3
09497980,0.0796650506390503,S2
09505350,0.198936492502152,S3
09505800,0.284069099376475,S3
09508300,0.0401188085303456,S1
09510200,0.0061243701078094,S1
09512280,0.0046420695661842,S1
09513780,0.0042560892003911,S1
10234500,0.632069679226265,S5
10244950,0.656356436998628,S5
10336645,0.665304872565722,S5
10336660,0.668727842270536,S5
10343500,0.714981248450698,S5
12010000,0.0236362361738051,S1
12013500,0.0174156764185481,S1
12020000,0.043553396693619,S1
12025700,0.0905767573548292,S2
12035000,0.0220218880896681,S1
12040500,0.0670917839751389,S2
12041200,0.179574104744132,S3
12048000,0.498197653251076,S4
12054000,0.379149578248129,S4
12056500,0.338574932035289,S4
12073500,0.0156016658711511,S1
12082500,0.39878651405721,S4
12092000,0.513670726431351,S5
12114500,0.40651703888364,S4
12115000,0.338944352402744,S4
12117000,0.12519943348901,S2
12143600,0.311622046373118,S4
12144000,0.220551545924003,S3
12145500,0.0448546378807159,S1
12147500,0.159041201436992,S3
12167000,0.131187744738816,S2
12175500,0.690360443229126,S5
12178100,0.52956688772688,S5
12186000,0.435652191884185,S4
12189500,0.457875714546575,S4
12375900,0.606515526539202,S5
12377150,0.719886653780668,S5
12381400,0.594005153419735,S5
12383500,0.612621722100952,S5
12390700,0.519487009712609,S5
12411000,0.464485512558355,S4
12447390,0.777311497508566,S5
12451000,0.716767081202258,S5
12488500,0.641918995401996,S5
13011500,0.658713268212353,S5
13011900,0.704607069419076,S5
13018300,0.65711853695655,S5
13023000,0.646858624758436,S5
13161500,0.518679342368851,S5
13235000,0.677895075896552,S5
13240000,0.726533471798391,S5
13313000,0.744536050209931,S5
13331500,0.55788094452843,S5
14020000,0.355358222004398,S4
14096850,0.244750228496234,S3
14137000,0.324496374801996,S4
14138800,0.317266212149897,S4
14138870,0.229049355466927,S3
14138900,0.221358389006793,S3
14139800,0.183197955663698,S3
14141500,0.142882264769743,S2
14154500,0.135550710091939,S2
14158790,0.365056630377127,S4
14166500,0.0106763012784076,S1
14182500,0.146759311242181,S2
14185000,0.178107252284554,S3
14185900,0.187297518505713,S3
14187000,0.0895194173938424,S2
14216500,0.295816183757834,S3
14222500,0.0900274241194852,S2
14236200,0.11471395531314,S2
14301000,0.0324798903206775,S1
14303200,0.088754104072909,S2
14305500,0.0257414277847911,S1
14306340,0.0693804146431187,S2
14306500,0.0202982706122534,S1
14308990,0.135825515539971,S2
14309500,0.0612553691709827,S2
14316700,0.176336580742005,S3
14325000,0.0302033920558714,S1
14362250,0.141500009350329,S2
14400000,0.0243303906906382,S1
10259000,0.0335249004621377,S1
11124500,0.0230381055615776,S1
11141280,0.0007877803924076,S1
11143000,0.0254379399486261,S1
11148900,0.003526794606684,S1
11151300,0.0038403901400884,S1
11176400,0.016307003804813,S1
11230500,0.902963679881608,S5
11237500,0.749856960685691,S5
11264500,0.90632692590849,S5
11266500,0.885217452223562,S5
11284400,0.0365047230850116,S1
11381500,0.165026130486202,S3
11451100,0.123536359034925,S2
11468500,0.000524205133848,S1
11473900,0.262478357358648,S3
11475560,0.138629337971597,S2
11476600,0.0120106292964887,S1
11478500,0.157314421019928,S3
11480390,0.299512506046178,S3
11481200,0.0016368255310898,S1
11482500,0.0131812044990649,S1
11522500,0.249129777057898,S3
11523200,0.431707151976883,S4
11528700,0.271305322327506,S3
11532500,0.0485353765496996,S1
