paradigm,structure,kge_threshold,ct_threshold,denominator_type,numerator,conditional_denominator,conditional_prevalence,conditional_ci_low,conditional_ci_high,all_valid_denominator,joint_prevalence,joint_ci_low,joint_ci_high,n_kge_pass,fraction_kge_pass,n_ct_acceptable,fraction_ct_acceptable,n_timing_large,fraction_timing_large
IC-CMA-ES,TGD,0.5,20,common_all_structures_pass,24,382,0.06282722513089005,0.038948224213310303,0.0869048129795282,531,0.04519774011299435,nan,nan,382,0.71939736346516,358,0.93717277486911,24,0.06282722513089005
IC-CMA-ES,TGD,0.6,10,structure_specific,99,397,0.24937027707808565,0.20295632333767927,0.28944289265476314,531,0.1864406779661017,0.15254237288135594,0.21657250470809794,397,0.7476459510357816,365,0.687382297551789,166,0.3126177024482109
IC-CMA-ES,TGD,0.6,10,common_all_structures_pass,73,321,0.22741433021806853,0.18011635535659154,0.2725935828877005,531,0.1374764595103578,nan,nan,321,0.6045197740112994,248,0.7725856697819314,73,0.22741433021806853
IC-CMA-ES,TGD,0.6,15,structure_specific,46,397,0.11586901763224182,0.08592284065524944,0.14559523809523808,531,0.08662900188323917,0.06492467043314501,0.10922787193973635,397,0.7476459510357816,434,0.8173258003766478,97,0.18267419962335216
IC-CMA-ES,TGD,0.6,15,common_all_structures_pass,35,321,0.10903426791277258,0.07835839229559749,0.14449645748987852,531,0.06591337099811675,nan,nan,321,0.6045197740112994,286,0.8909657320872274,35,0.10903426791277258
IC-CMA-ES,TGD,0.6,20,structure_specific,24,397,0.060453400503778336,0.03878787593749216,0.08230863090791374,531,0.04519774011299435,0.02824858757062147,0.062146892655367235,397,0.7476459510357816,469,0.8832391713747646,62,0.1167608286252354
IC-CMA-ES,TGD,0.6,20,common_all_structures_pass,20,321,0.06230529595015576,0.037935933867217775,0.08976442803842184,531,0.03766478342749529,nan,nan,321,0.6045197740112994,301,0.9376947040498442,20,0.06230529595015576
IC-CMA-ES,TGD,0.7,10,structure_specific,63,280,0.225,0.17654970760233918,0.2716299137104506,531,0.11864406779661017,0.09317325800376648,0.14689265536723164,280,0.527306967984934,365,0.687382297551789,166,0.3126177024482109
IC-CMA-ES,TGD,0.7,10,common_all_structures_pass,48,223,0.21524663677130046,0.1647079726062799,0.2706209763948498,531,0.0903954802259887,nan,nan,223,0.4199623352165725,175,0.7847533632286996,48,0.21524663677130046
IC-CMA-ES,TGD,0.7,15,structure_specific,25,280,0.08928571428571429,0.06039322995844735,0.12433125919978588,531,0.047080979284369114,0.032015065913371,0.064030131826742,280,0.527306967984934,434,0.8173258003766478,97,0.18267419962335216
IC-CMA-ES,TGD,0.7,15,common_all_structures_pass,18,223,0.08071748878923767,0.04686177010943366,0.11777259684361549,531,0.03389830508474576,nan,nan,223,0.4199623352165725,205,0.9192825112107623,18,0.08071748878923767
IC-CMA-ES,TGD,0.7,20,structure_specific,12,280,0.04285714285714286,0.021691782434659763,0.06822896521492483,531,0.022598870056497175,0.011299435028248588,0.035781544256120526,280,0.527306967984934,469,0.8832391713747646,62,0.1167608286252354
IC-CMA-ES,TGD,0.7,20,common_all_structures_pass,10,223,0.04484304932735426,0.018470236825261364,0.07346532649757151,531,0.018832391713747645,nan,nan,223,0.4199623352165725,213,0.9551569506726457,10,0.04484304932735426
IC-CMA-ES,TGD,0.8,10,structure_specific,21,114,0.18421052631578946,0.1196157218001169,0.2562153846153846,531,0.03954802259887006,0.02448210922787194,0.0583804143126177,114,0.21468926553672316,365,0.687382297551789,166,0.3126177024482109
IC-CMA-ES,TGD,0.8,10,common_all_structures_pass,18,92,0.1956521739130435,0.122874531835206,0.28304843304843297,531,0.03389830508474576,nan,nan,92,0.17325800376647835,74,0.8043478260869565,18,0.1956521739130435
IC-CMA-ES,TGD,0.8,15,structure_specific,6,114,0.05263157894736842,0.010416666666666666,0.09304690204222912,531,0.011299435028248588,0.0018832391713747645,0.02071563088512241,114,0.21468926553672316,434,0.8173258003766478,97,0.18267419962335216
IC-CMA-ES,TGD,0.8,15,common_all_structures_pass,3,92,0.03260869565217391,0.0,0.07704482300350361,531,0.005649717514124294,nan,nan,92,0.17325800376647835,89,0.967391304347826,3,0.03260869565217391
IC-CMA-ES,TGD,0.8,20,structure_specific,2,114,0.017543859649122806,0.0,0.043478260869565216,531,0.003766478342749529,0.0,0.009416195856873822,114,0.21468926553672316,469,0.8832391713747646,62,0.1167608286252354
IC-CMA-ES,TGD,0.8,20,common_all_structures_pass,0,92,0.0,0.0,0.0,531,0.0,nan,nan,92,0.17325800376647835,92,1.0,0,0.0
IC-CMA-ES,CN,0.4,10,structure_specific,96,487,0.1971252566735113,0.16207702702702703,0.23416886857835914,531,0.1807909604519774,0.1496704331450094,0.21379472693032012,487,0.9171374764595104,416,0.783427495291902,115,0.21657250470809794
IC-CMA-ES,CN,0.4,10,common_all_structures_pass,84,415,0.20240963855421687,0.1656372549019608,0.24157604412923558,531,0.15819209039548024,nan,nan,415,0.7815442561205274,331,0.7975903614457831,84,0.20240963855421687
IC-CMA-ES,CN,0.4,15,structure_specific,34,487,0.06981519507186858,0.05035662659768716,0.09242662473794548,531,0.064030131826742,0.04609227871939737,0.0847457627118644,487,0.9171374764595104,482,0.9077212806026366,49,0.09227871939736347
IC-CMA-ES,CN,0.4,15,common_all_structures_pass,29,415,0.06987951807228916,0.0489836144247909,0.09426541988850924,531,0.054613935969868174,nan,nan,415,0.7815442561205274,386,0.9301204819277108,29,0.06987951807228916
IC-CMA-ES,CN,0.4,20,structure_specific,9,487,0.018480492813141684,0.008078656087765698,0.03125339085673114,531,0.01694915254237288,0.007532956685499058,0.02824858757062147,487,0.9171374764595104,512,0.9642184557438794,19,0.035781544256120526
IC-CMA-ES,CN,0.4,20,common_all_structures_pass,8,415,0.01927710843373494,0.007185208770782417,0.0341722445336903,531,0.015065913370998116,nan,nan,415,0.7815442561205274,407,0.980722891566265,8,0.01927710843373494
IC-CMA-ES,CN,0.5,10,structure_specific,90,467,0.19271948608137046,0.15657618507788554,0.23046091900245272,531,0.1694915254237288,0.1374764595103578,0.20160075329566848,467,0.879472693032015,416,0.783427495291902,115,0.21657250470809794
IC-CMA-ES,CN,0.5,10,common_all_structures_pass,74,382,0.193717277486911,0.15626280665805872,0.23243243243243245,531,0.1393596986817326,nan,nan,382,0.71939736346516,308,0.806282722513089,74,0.193717277486911
IC-CMA-ES,CN,0.5,15,structure_specific,31,467,0.06638115631691649,0.04574686728688058,0.08923238135834044,531,0.0583804143126177,0.03954802259887006,0.07721280602636535,467,0.879472693032015,482,0.9077212806026366,49,0.09227871939736347
IC-CMA-ES,CN,0.5,15,common_all_structures_pass,25,382,0.06544502617801047,0.04387933170507238,0.09092517606856602,531,0.047080979284369114,nan,nan,382,0.71939736346516,357,0.9345549738219895,25,0.06544502617801047
IC-CMA-ES,CN,0.5,20,structure_specific,9,467,0.019271948608137045,0.008392572430256423,0.032504507423162514,531,0.01694915254237288,0.007532956685499058,0.02824858757062147,467,0.879472693032015,512,0.9642184557438794,19,0.035781544256120526
IC-CMA-ES,CN,0.5,20,common_all_structures_pass,7,382,0.01832460732984293,0.005544651241552364,0.03225806451612903,531,0.013182674199623353,nan,nan,382,0.71939736346516,375,0.981675392670157,7,0.01832460732984293
IC-CMA-ES,CN,0.6,10,structure_specific,77,427,0.18032786885245902,0.14520414649923047,0.21816717842600628,531,0.14500941619585686,0.11487758945386065,0.17702448210922786,427,0.8041431261770244,416,0.783427495291902,115,0.21657250470809794
IC-CMA-ES,CN,0.6,10,common_all_structures_pass,56,321,0.17445482866043613,0.1344965366351399,0.21525715563506262,531,0.10546139359698682,nan,nan,321,0.6045197740112994,265,0.8255451713395638,56,0.17445482866043613
IC-CMA-ES,CN,0.6,15,structure_specific,25,427,0.0585480093676815,0.037635646897284845,0.08219208179713622,531,0.047080979284369114,0.030131826741996232,0.06591337099811675,427,0.8041431261770244,482,0.9077212806026366,49,0.09227871939736347
IC-CMA-ES,CN,0.6,15,common_all_structures_pass,18,321,0.056074766355140186,0.03265157243679231,0.08215330967058967,531,0.03389830508474576,nan,nan,321,0.6045197740112994,303,0.9439252336448598,18,0.056074766355140186
IC-CMA-ES,CN,0.6,20,structure_specific,6,427,0.01405152224824356,0.00457615935654141,0.025950092339185184,531,0.011299435028248588,0.003766478342749529,0.02071563088512241,427,0.8041431261770244,512,0.9642184557438794,19,0.035781544256120526
IC-CMA-ES,CN,0.6,20,common_all_structures_pass,5,321,0.01557632398753894,0.003153363853503185,0.029144872628573026,531,0.009416195856873822,nan,nan,321,0.6045197740112994,316,0.9844236760124611,5,0.01557632398753894
IC-CMA-ES,CN,0.7,10,structure_specific,58,345,0.1681159420289855,0.12841836734693876,0.2076042530505864,531,0.10922787193973635,0.08286252354048965,0.1337099811676083,345,0.6497175141242938,416,0.783427495291902,115,0.21657250470809794
IC-CMA-ES,CN,0.7,10,common_all_structures_pass,28,223,0.12556053811659193,0.08564671814671815,0.16886147186147185,531,0.05273069679849341,nan,nan,223,0.4199623352165725,195,0.874439461883408,28,0.12556053811659193
IC-CMA-ES,CN,0.7,15,structure_specific,19,345,0.05507246376811594,0.03178051408856625,0.08104800201055541,531,0.035781544256120526,0.02071563088512241,0.05183615819209036,345,0.6497175141242938,482,0.9077212806026366,49,0.09227871939736347
IC-CMA-ES,CN,0.7,15,common_all_structures_pass,8,223,0.03587443946188341,0.01327433628318584,0.06112740637869935,531,0.015065913370998116,nan,nan,223,0.4199623352165725,215,0.9641255605381166,8,0.03587443946188341
IC-CMA-ES,CN,0.7,20,structure_specific,4,345,0.011594202898550725,0.0027970126598125286,0.023496636191133343,531,0.007532956685499058,0.0018832391713747645,0.015065913370998116,345,0.6497175141242938,512,0.9642184557438794,19,0.035781544256120526
IC-CMA-ES,CN,0.7,20,common_all_structures_pass,2,223,0.008968609865470852,0.0,0.02353231021348215,531,0.003766478342749529,nan,nan,223,0.4199623352165725,221,0.9910313901345291,2,0.008968609865470852
IC-CMA-ES,CN,0.8,10,structure_specific,21,188,0.11170212765957446,0.07237262521588946,0.15720402467685074,531,0.03954802259887006,0.02448210922787194,0.05649717514124294,188,0.3540489642184557,416,0.783427495291902,115,0.21657250470809794
IC-CMA-ES,CN,0.8,10,common_all_structures_pass,10,92,0.10869565217391304,0.04919208424110385,0.1800945945945946,531,0.018832391713747645,nan,nan,92,0.17325800376647835,82,0.8913043478260869,10,0.10869565217391304
IC-CMA-ES,CN,0.8,15,structure_specific,4,188,0.02127659574468085,0.004986940298507463,0.04664545747422679,531,0.007532956685499058,0.0018832391713747645,0.01694915254237288,188,0.3540489642184557,482,0.9077212806026366,49,0.09227871939736347
IC-CMA-ES,CN,0.8,15,common_all_structures_pass,2,92,0.021739130434782608,0.0,0.05685780705153039,531,0.003766478342749529,nan,nan,92,0.17325800376647835,90,0.9782608695652174,2,0.021739130434782608
IC-CMA-ES,CN,0.8,20,structure_specific,1,188,0.005319148936170213,0.0,0.018351601077360464,531,0.0018832391713747645,0.0,0.007532956685499058,188,0.3540489642184557,512,0.9642184557438794,19,0.035781544256120526
IC-CMA-ES,CN,0.8,20,common_all_structures_pass,0,92,0.0,0.0,0.0,531,0.0,nan,nan,92,0.17325800376647835,92,1.0,0,0.0
dPL-MLP,Base,0.4,10,structure_specific,110,427,0.2576112412177986,0.21181978597449908,0.2988505747126437,531,0.2071563088512241,0.1713747645951036,0.2448210922787194,427,0.8041431261770244,336,0.632768361581921,195,0.3672316384180791
dPL-MLP,Base,0.4,10,common_all_structures_pass,109,423,0.2576832151300236,0.21388257575757577,0.29919064553201635,531,0.20527306967984935,nan,nan,423,0.7966101694915254,314,0.7423167848699763,109,0.2576832151300236
dPL-MLP,Base,0.4,15,structure_specific,66,427,0.15456674473067916,0.11979904306220096,0.18565336997429777,531,0.12429378531073447,0.096045197740113,0.1487758945386064,427,0.8041431261770244,387,0.7288135593220338,144,0.2711864406779661
dPL-MLP,Base,0.4,15,common_all_structures_pass,66,423,0.15602836879432624,0.12165067720090293,0.1879518779342723,531,0.12429378531073447,nan,nan,423,0.7966101694915254,357,0.8439716312056738,66,0.15602836879432624
dPL-MLP,Base,0.4,20,structure_specific,41,427,0.09601873536299765,0.07031971192105682,0.12241846666097497,531,0.07721280602636535,0.05649717514124294,0.09891713747645947,427,0.8041431261770244,421,0.7928436911487758,110,0.2071563088512241
dPL-MLP,Base,0.4,20,common_all_structures_pass,41,423,0.09692671394799054,0.07083724084804233,0.1238100644926878,531,0.07721280602636535,nan,nan,423,0.7966101694915254,382,0.9030732860520094,41,0.09692671394799054
dPL-MLP,Base,0.5,10,structure_specific,100,401,0.24937655860349128,0.2034662377523315,0.2917837952136922,531,0.18832391713747645,0.1544256120527307,0.2222222222222222,401,0.7551789077212806,336,0.632768361581921,195,0.3672316384180791
dPL-MLP,Base,0.5,10,common_all_structures_pass,97,388,0.25,0.2047625588077421,0.2931226688769166,531,0.18267419962335216,nan,nan,388,0.7306967984934086,291,0.75,97,0.25
dPL-MLP,Base,0.5,15,structure_specific,59,401,0.14713216957605985,0.11218336319299294,0.1785767606146675,531,0.1111111111111111,0.08465160075329568,0.13469868173258,401,0.7551789077212806,387,0.7288135593220338,144,0.2711864406779661
dPL-MLP,Base,0.5,15,common_all_structures_pass,59,388,0.15206185567010308,0.11676236807387863,0.18504723650385604,531,0.1111111111111111,nan,nan,388,0.7306967984934086,329,0.8479381443298969,59,0.15206185567010308
dPL-MLP,Base,0.5,20,structure_specific,35,401,0.08728179551122195,0.05873801135251517,0.11251678388746802,531,0.06591337099811675,0.04331450094161959,0.0847457627118644,401,0.7551789077212806,421,0.7928436911487758,110,0.2071563088512241
dPL-MLP,Base,0.5,20,common_all_structures_pass,35,388,0.09020618556701031,0.06051877090561569,0.11671087533156499,531,0.06591337099811675,nan,nan,388,0.7306967984934086,353,0.9097938144329897,35,0.09020618556701031
dPL-MLP,Base,0.6,10,structure_specific,77,344,0.2238372093023256,0.1800362293165149,0.26737748386684557,531,0.14500941619585686,0.11487758945386065,0.1751412429378531,344,0.647834274952919,336,0.632768361581921,195,0.3672316384180791
dPL-MLP,Base,0.6,10,common_all_structures_pass,74,331,0.22356495468277945,0.17972147188273296,0.2675088050140048,531,0.1393596986817326,nan,nan,331,0.623352165725047,257,0.7764350453172205,74,0.22356495468277945
dPL-MLP,Base,0.6,15,structure_specific,46,344,0.13372093023255813,0.0978401687581851,0.16643586005830902,531,0.08662900188323917,0.06304143126177025,0.10922787193973635,344,0.647834274952919,387,0.7288135593220338,144,0.2711864406779661
dPL-MLP,Base,0.6,15,common_all_structures_pass,44,331,0.13293051359516617,0.09744765810489964,0.16717819266564407,531,0.08286252354048965,nan,nan,331,0.623352165725047,287,0.8670694864048338,44,0.13293051359516617
dPL-MLP,Base,0.6,20,structure_specific,26,344,0.0755813953488372,0.04956268221574344,0.10215871949297364,531,0.04896421845574388,0.032015065913371,0.06591337099811675,344,0.647834274952919,421,0.7928436911487758,110,0.2071563088512241
dPL-MLP,Base,0.6,20,common_all_structures_pass,24,331,0.07250755287009064,0.04584822680123353,0.09874283685785282,531,0.04519774011299435,nan,nan,331,0.623352165725047,307,0.9274924471299094,24,0.07250755287009064
dPL-MLP,Base,0.7,10,structure_specific,45,251,0.17928286852589642,0.1347817633906873,0.2294538632573652,531,0.0847457627118644,0.06115819209039548,0.10922787193973635,251,0.4726930320150659,336,0.632768361581921,195,0.3672316384180791
dPL-MLP,Base,0.7,10,common_all_structures_pass,41,233,0.1759656652360515,0.12743604359083355,0.22915122890682316,531,0.07721280602636535,nan,nan,233,0.4387947269303202,192,0.8240343347639485,41,0.1759656652360515
dPL-MLP,Base,0.7,15,structure_specific,22,251,0.08764940239043825,0.05544027228809837,0.12138288080994014,531,0.04143126177024482,0.026365348399246705,0.0583804143126177,251,0.4726930320150659,387,0.7288135593220338,144,0.2711864406779661
dPL-MLP,Base,0.7,15,common_all_structures_pass,22,233,0.0944206008583691,0.05960228381807535,0.13017241379310343,531,0.04143126177024482,nan,nan,233,0.4387947269303202,211,0.9055793991416309,22,0.0944206008583691
dPL-MLP,Base,0.7,20,structure_specific,10,251,0.0398406374501992,0.017959431065136578,0.06486511342734516,531,0.018832391713747645,0.008427495291902074,0.030131826741996232,251,0.4726930320150659,421,0.7928436911487758,110,0.2071563088512241
dPL-MLP,Base,0.7,20,common_all_structures_pass,10,233,0.04291845493562232,0.019359154929577467,0.06874187896208213,531,0.018832391713747645,nan,nan,233,0.4387947269303202,223,0.9570815450643777,10,0.04291845493562232
dPL-MLP,Base,0.8,10,structure_specific,16,109,0.14678899082568808,0.08093775593775594,0.2183422459893048,531,0.030131826741996232,0.015960451977401133,0.04519774011299435,109,0.20527306967984935,336,0.632768361581921,195,0.3672316384180791
dPL-MLP,Base,0.8,10,common_all_structures_pass,14,91,0.15384615384615385,0.0828186274509804,0.23034924845269672,531,0.026365348399246705,nan,nan,91,0.1713747645951036,77,0.8461538461538461,14,0.15384615384615385
dPL-MLP,Base,0.8,15,structure_specific,7,109,0.06422018348623854,0.019801980198019802,0.11644516417243687,531,0.013182674199623353,0.003766478342749529,0.02448210922787194,109,0.20527306967984935,387,0.7288135593220338,144,0.2711864406779661
dPL-MLP,Base,0.8,15,common_all_structures_pass,6,91,0.06593406593406594,0.020610119047619047,0.11764705882352941,531,0.011299435028248588,nan,nan,91,0.1713747645951036,85,0.9340659340659341,6,0.06593406593406594
dPL-MLP,Base,0.8,20,structure_specific,0,109,0.0,0.0,0.0,531,0.0,0.0,0.0,109,0.20527306967984935,421,0.7928436911487758,110,0.2071563088512241
dPL-MLP,Base,0.8,20,common_all_structures_pass,0,91,0.0,0.0,0.0,531,0.0,nan,nan,91,0.1713747645951036,91,1.0,0,0.0
dPL-MLP,TGD,0.4,10,structure_specific,114,484,0.23553719008264462,0.19713913373733327,0.27171682568141553,531,0.21468926553672316,0.17980225988700566,0.24670433145009416,484,0.911487758945386,389,0.7325800376647834,142,0.2674199623352166
dPL-MLP,TGD,0.4,10,common_all_structures_pass,81,423,0.19148936170212766,0.15504628911146395,0.22707281144781144,531,0.15254237288135594,nan,nan,423,0.7966101694915254,342,0.8085106382978723,81,0.19148936170212766
