paradigm,structure,kge_threshold,ct_threshold,denominator_type,numerator,conditional_denominator,conditional_prevalence,conditional_ci_low,conditional_ci_high,all_valid_denominator,joint_prevalence,joint_ci_low,joint_ci_high,n_kge_pass,fraction_kge_pass,n_ct_acceptable,fraction_ct_acceptable,n_timing_large,fraction_timing_large
IC-CMA-ES,Base,0.48,10,structure_specific,131,402,0.32587064676616917,nan,nan,531,0.24670433145009416,nan,nan,402,0.7570621468926554,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.48,10,common_all_structures_pass,128,392,0.32653061224489793,nan,nan,531,0.24105461393596986,nan,nan,392,0.7382297551789078,264,0.673469387755102,128,0.32653061224489793
IC-CMA-ES,Base,0.48,15,structure_specific,79,402,0.19651741293532338,nan,nan,531,0.1487758945386064,nan,nan,402,0.7570621468926554,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.48,15,common_all_structures_pass,78,392,0.1989795918367347,nan,nan,531,0.14689265536723164,nan,nan,392,0.7382297551789078,314,0.8010204081632653,78,0.1989795918367347
IC-CMA-ES,Base,0.48,20,structure_specific,49,402,0.12189054726368159,nan,nan,531,0.09227871939736347,nan,nan,402,0.7570621468926554,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.48,20,common_all_structures_pass,48,392,0.12244897959183673,nan,nan,531,0.0903954802259887,nan,nan,392,0.7382297551789078,344,0.8775510204081632,48,0.12244897959183673
IC-CMA-ES,Base,0.49,10,structure_specific,131,398,0.32914572864321606,nan,nan,531,0.24670433145009416,nan,nan,398,0.7495291902071564,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.49,10,common_all_structures_pass,128,389,0.32904884318766064,nan,nan,531,0.24105461393596986,nan,nan,389,0.7325800376647834,261,0.6709511568123393,128,0.32904884318766064
IC-CMA-ES,Base,0.49,15,structure_specific,79,398,0.1984924623115578,nan,nan,531,0.1487758945386064,nan,nan,398,0.7495291902071564,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.49,15,common_all_structures_pass,78,389,0.20051413881748073,nan,nan,531,0.14689265536723164,nan,nan,389,0.7325800376647834,311,0.7994858611825193,78,0.20051413881748073
IC-CMA-ES,Base,0.49,20,structure_specific,49,398,0.12311557788944724,nan,nan,531,0.09227871939736347,nan,nan,398,0.7495291902071564,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.49,20,common_all_structures_pass,48,389,0.12339331619537275,nan,nan,531,0.0903954802259887,nan,nan,389,0.7325800376647834,341,0.8766066838046273,48,0.12339331619537275
IC-CMA-ES,Base,0.5,10,structure_specific,126,391,0.32225063938618925,0.27891959798994975,0.3696131912864896,531,0.23728813559322035,0.20240112994350282,0.2730696798493409,391,0.736346516007533,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.5,10,common_all_structures_pass,124,382,0.32460732984293195,0.2790029254704898,0.3726067913385827,531,0.2335216572504708,nan,nan,382,0.71939736346516,258,0.675392670157068,124,0.32460732984293195
IC-CMA-ES,Base,0.5,15,structure_specific,76,391,0.19437340153452684,0.1565089285714286,0.23368527797661656,531,0.1431261770244821,0.11487758945386065,0.1713747645951036,391,0.736346516007533,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.5,15,common_all_structures_pass,76,382,0.19895287958115182,0.15899467209210544,0.23803475935828877,531,0.1431261770244821,nan,nan,382,0.71939736346516,306,0.8010471204188482,76,0.19895287958115182
IC-CMA-ES,Base,0.5,20,structure_specific,47,391,0.12020460358056266,0.08712265746566539,0.15575034870063134,531,0.08851224105461393,0.06492467043314501,0.11487758945386065,391,0.736346516007533,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.5,20,common_all_structures_pass,47,382,0.12303664921465969,0.08982655627750995,0.15933991482771967,531,0.08851224105461393,nan,nan,382,0.71939736346516,335,0.8769633507853403,47,0.12303664921465969
IC-CMA-ES,Base,0.51,10,structure_specific,123,387,0.3178294573643411,nan,nan,531,0.23163841807909605,nan,nan,387,0.7288135593220338,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.51,10,common_all_structures_pass,120,377,0.3183023872679045,nan,nan,531,0.22598870056497175,nan,nan,377,0.7099811676082862,257,0.6816976127320955,120,0.3183023872679045
IC-CMA-ES,Base,0.51,15,structure_specific,74,387,0.19121447028423771,nan,nan,531,0.1393596986817326,nan,nan,387,0.7288135593220338,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.51,15,common_all_structures_pass,74,377,0.1962864721485411,nan,nan,531,0.1393596986817326,nan,nan,377,0.7099811676082862,303,0.8037135278514589,74,0.1962864721485411
IC-CMA-ES,Base,0.51,20,structure_specific,47,387,0.12144702842377261,nan,nan,531,0.08851224105461393,nan,nan,387,0.7288135593220338,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.51,20,common_all_structures_pass,47,377,0.1246684350132626,nan,nan,531,0.08851224105461393,nan,nan,377,0.7099811676082862,330,0.8753315649867374,47,0.1246684350132626
IC-CMA-ES,Base,0.52,10,structure_specific,119,383,0.31070496083550914,nan,nan,531,0.224105461393597,nan,nan,383,0.7212806026365348,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.52,10,common_all_structures_pass,116,372,0.3118279569892473,nan,nan,531,0.2184557438794727,nan,nan,372,0.7005649717514124,256,0.6881720430107527,116,0.3118279569892473
IC-CMA-ES,Base,0.52,15,structure_specific,70,383,0.18276762402088773,nan,nan,531,0.1318267419962335,nan,nan,383,0.7212806026365348,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.52,15,common_all_structures_pass,70,372,0.1881720430107527,nan,nan,531,0.1318267419962335,nan,nan,372,0.7005649717514124,302,0.8118279569892473,70,0.1881720430107527
IC-CMA-ES,Base,0.52,20,structure_specific,45,383,0.1174934725848564,nan,nan,531,0.0847457627118644,nan,nan,383,0.7212806026365348,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.52,20,common_all_structures_pass,45,372,0.12096774193548387,nan,nan,531,0.0847457627118644,nan,nan,372,0.7005649717514124,327,0.8790322580645161,45,0.12096774193548387
IC-CMA-ES,Base,0.53,10,structure_specific,118,379,0.3113456464379947,nan,nan,531,0.2222222222222222,nan,nan,379,0.7137476459510358,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.53,10,common_all_structures_pass,115,369,0.3116531165311653,nan,nan,531,0.21657250470809794,nan,nan,369,0.6949152542372882,254,0.6883468834688347,115,0.3116531165311653
IC-CMA-ES,Base,0.53,15,structure_specific,69,379,0.1820580474934037,nan,nan,531,0.12994350282485875,nan,nan,379,0.7137476459510358,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.53,15,common_all_structures_pass,69,369,0.18699186991869918,nan,nan,531,0.12994350282485875,nan,nan,369,0.6949152542372882,300,0.8130081300813008,69,0.18699186991869918
IC-CMA-ES,Base,0.53,20,structure_specific,44,379,0.11609498680738786,nan,nan,531,0.08286252354048965,nan,nan,379,0.7137476459510358,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.53,20,common_all_structures_pass,44,369,0.11924119241192412,nan,nan,531,0.08286252354048965,nan,nan,369,0.6949152542372882,325,0.8807588075880759,44,0.11924119241192412
IC-CMA-ES,Base,0.54,10,structure_specific,116,376,0.30851063829787234,nan,nan,531,0.2184557438794727,nan,nan,376,0.7080979284369114,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.54,10,common_all_structures_pass,111,363,0.30578512396694213,nan,nan,531,0.20903954802259886,nan,nan,363,0.6836158192090396,252,0.6942148760330579,111,0.30578512396694213
IC-CMA-ES,Base,0.54,15,structure_specific,67,376,0.17819148936170212,nan,nan,531,0.12617702448210924,nan,nan,376,0.7080979284369114,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.54,15,common_all_structures_pass,65,363,0.1790633608815427,nan,nan,531,0.1224105461393597,nan,nan,363,0.6836158192090396,298,0.8209366391184573,65,0.1790633608815427
IC-CMA-ES,Base,0.54,20,structure_specific,43,376,0.11436170212765957,nan,nan,531,0.08097928436911488,nan,nan,376,0.7080979284369114,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.54,20,common_all_structures_pass,42,363,0.11570247933884298,nan,nan,531,0.07909604519774012,nan,nan,363,0.6836158192090396,321,0.8842975206611571,42,0.11570247933884298
IC-CMA-ES,Base,0.55,10,structure_specific,111,368,0.3016304347826087,nan,nan,531,0.20903954802259886,nan,nan,368,0.6930320150659134,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.55,10,common_all_structures_pass,106,356,0.29775280898876405,nan,nan,531,0.19962335216572505,nan,nan,356,0.6704331450094162,250,0.702247191011236,106,0.29775280898876405
IC-CMA-ES,Base,0.55,15,structure_specific,64,368,0.17391304347826086,nan,nan,531,0.12052730696798493,nan,nan,368,0.6930320150659134,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.55,15,common_all_structures_pass,62,356,0.17415730337078653,nan,nan,531,0.1167608286252354,nan,nan,356,0.6704331450094162,294,0.8258426966292135,62,0.17415730337078653
IC-CMA-ES,Base,0.55,20,structure_specific,42,368,0.11413043478260869,nan,nan,531,0.07909604519774012,nan,nan,368,0.6930320150659134,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.55,20,common_all_structures_pass,41,356,0.1151685393258427,nan,nan,531,0.07721280602636535,nan,nan,356,0.6704331450094162,315,0.8848314606741573,41,0.1151685393258427
IC-CMA-ES,Base,0.56,10,structure_specific,110,363,0.30303030303030304,nan,nan,531,0.2071563088512241,nan,nan,363,0.6836158192090396,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.56,10,common_all_structures_pass,105,352,0.29829545454545453,nan,nan,531,0.1977401129943503,nan,nan,352,0.6629001883239172,247,0.7017045454545454,105,0.29829545454545453
IC-CMA-ES,Base,0.56,15,structure_specific,63,363,0.17355371900826447,nan,nan,531,0.11864406779661017,nan,nan,363,0.6836158192090396,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.56,15,common_all_structures_pass,62,352,0.17613636363636365,nan,nan,531,0.1167608286252354,nan,nan,352,0.6629001883239172,290,0.8238636363636364,62,0.17613636363636365
IC-CMA-ES,Base,0.56,20,structure_specific,42,363,0.11570247933884298,nan,nan,531,0.07909604519774012,nan,nan,363,0.6836158192090396,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.56,20,common_all_structures_pass,41,352,0.11647727272727272,nan,nan,531,0.07721280602636535,nan,nan,352,0.6629001883239172,311,0.8835227272727273,41,0.11647727272727272
IC-CMA-ES,Base,0.57,10,structure_specific,106,353,0.3002832861189802,nan,nan,531,0.19962335216572505,nan,nan,353,0.664783427495292,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.57,10,common_all_structures_pass,101,345,0.2927536231884058,nan,nan,531,0.1902071563088512,nan,nan,345,0.6497175141242938,244,0.7072463768115942,101,0.2927536231884058
IC-CMA-ES,Base,0.57,15,structure_specific,59,353,0.1671388101983003,nan,nan,531,0.1111111111111111,nan,nan,353,0.664783427495292,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.57,15,common_all_structures_pass,58,345,0.1681159420289855,nan,nan,531,0.10922787193973635,nan,nan,345,0.6497175141242938,287,0.8318840579710145,58,0.1681159420289855
IC-CMA-ES,Base,0.57,20,structure_specific,38,353,0.10764872521246459,nan,nan,531,0.07156308851224105,nan,nan,353,0.664783427495292,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.57,20,common_all_structures_pass,37,345,0.1072463768115942,nan,nan,531,0.0696798493408663,nan,nan,345,0.6497175141242938,308,0.8927536231884058,37,0.1072463768115942
IC-CMA-ES,Base,0.58,10,structure_specific,103,348,0.2959770114942529,nan,nan,531,0.19397363465160075,nan,nan,348,0.655367231638418,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.58,10,common_all_structures_pass,101,341,0.2961876832844575,nan,nan,531,0.1902071563088512,nan,nan,341,0.6421845574387948,240,0.7038123167155426,101,0.2961876832844575
IC-CMA-ES,Base,0.58,15,structure_specific,58,348,0.16666666666666666,nan,nan,531,0.10922787193973635,nan,nan,348,0.655367231638418,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.58,15,common_all_structures_pass,58,341,0.17008797653958943,nan,nan,531,0.10922787193973635,nan,nan,341,0.6421845574387948,283,0.8299120234604106,58,0.17008797653958943
IC-CMA-ES,Base,0.58,20,structure_specific,37,348,0.10632183908045977,nan,nan,531,0.0696798493408663,nan,nan,348,0.655367231638418,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.58,20,common_all_structures_pass,37,341,0.10850439882697947,nan,nan,531,0.0696798493408663,nan,nan,341,0.6421845574387948,304,0.8914956011730205,37,0.10850439882697947
IC-CMA-ES,Base,0.59,10,structure_specific,101,338,0.2988165680473373,nan,nan,531,0.1902071563088512,nan,nan,338,0.6365348399246704,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.59,10,common_all_structures_pass,98,330,0.296969696969697,nan,nan,531,0.18455743879472694,nan,nan,330,0.6214689265536724,232,0.703030303030303,98,0.296969696969697
IC-CMA-ES,Base,0.59,15,structure_specific,58,338,0.17159763313609466,nan,nan,531,0.10922787193973635,nan,nan,338,0.6365348399246704,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.59,15,common_all_structures_pass,57,330,0.17272727272727273,nan,nan,531,0.10734463276836158,nan,nan,330,0.6214689265536724,273,0.8272727272727273,57,0.17272727272727273
IC-CMA-ES,Base,0.59,20,structure_specific,37,338,0.10946745562130178,nan,nan,531,0.0696798493408663,nan,nan,338,0.6365348399246704,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.59,20,common_all_structures_pass,37,330,0.11212121212121212,nan,nan,531,0.0696798493408663,nan,nan,330,0.6214689265536724,293,0.8878787878787879,37,0.11212121212121212
IC-CMA-ES,Base,0.6,10,structure_specific,98,331,0.29607250755287007,0.2461508962304349,0.34796634615384614,531,0.18455743879472694,0.15254237288135594,0.22033898305084745,331,0.623352165725047,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.6,10,common_all_structures_pass,94,321,0.29283489096573206,0.24527409459726895,0.3456857869616165,531,0.17702448210922786,nan,nan,321,0.6045197740112994,227,0.7071651090342679,94,0.29283489096573206
IC-CMA-ES,Base,0.6,15,structure_specific,56,331,0.1691842900302115,0.12773315503407817,0.21281897926634766,531,0.10546139359698682,0.08097928436911488,0.1318267419962335,331,0.623352165725047,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.6,15,common_all_structures_pass,55,321,0.17133956386292834,0.1291774081774082,0.2168562708102109,531,0.10357815442561205,nan,nan,321,0.6045197740112994,266,0.8286604361370716,55,0.17133956386292834
IC-CMA-ES,Base,0.6,20,structure_specific,36,331,0.10876132930513595,0.07726521164021163,0.14548409794539824,531,0.06779661016949153,0.047080979284369114,0.0903954802259887,331,0.623352165725047,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.6,20,common_all_structures_pass,36,321,0.11214953271028037,0.0790411690035197,0.1498043186199108,531,0.06779661016949153,nan,nan,321,0.6045197740112994,285,0.8878504672897196,36,0.11214953271028037
IC-CMA-ES,Base,0.61,10,structure_specific,95,325,0.2923076923076923,nan,nan,531,0.17890772128060264,nan,nan,325,0.6120527306967984,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.61,10,common_all_structures_pass,92,315,0.2920634920634921,nan,nan,531,0.17325800376647835,nan,nan,315,0.5932203389830508,223,0.707936507936508,92,0.2920634920634921
IC-CMA-ES,Base,0.61,15,structure_specific,53,325,0.16307692307692306,nan,nan,531,0.09981167608286252,nan,nan,325,0.6120527306967984,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.61,15,common_all_structures_pass,53,315,0.16825396825396827,nan,nan,531,0.09981167608286252,nan,nan,315,0.5932203389830508,262,0.8317460317460318,53,0.16825396825396827
IC-CMA-ES,Base,0.61,20,structure_specific,34,325,0.10461538461538461,nan,nan,531,0.064030131826742,nan,nan,325,0.6120527306967984,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.61,20,common_all_structures_pass,34,315,0.10793650793650794,nan,nan,531,0.064030131826742,nan,nan,315,0.5932203389830508,281,0.8920634920634921,34,0.10793650793650794
IC-CMA-ES,Base,0.62,10,structure_specific,92,318,0.2893081761006289,nan,nan,531,0.17325800376647835,nan,nan,318,0.5988700564971752,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.62,10,common_all_structures_pass,90,305,0.29508196721311475,nan,nan,531,0.1694915254237288,nan,nan,305,0.5743879472693032,215,0.7049180327868853,90,0.29508196721311475
IC-CMA-ES,Base,0.62,15,structure_specific,51,318,0.16037735849056603,nan,nan,531,0.096045197740113,nan,nan,318,0.5988700564971752,360,0.6779661016949152,171,0.3220338983050847
IC-CMA-ES,Base,0.62,15,common_all_structures_pass,51,305,0.16721311475409836,nan,nan,531,0.096045197740113,nan,nan,305,0.5743879472693032,254,0.8327868852459016,51,0.16721311475409836
IC-CMA-ES,Base,0.62,20,structure_specific,32,318,0.10062893081761007,nan,nan,531,0.060263653483992465,nan,nan,318,0.5988700564971752,399,0.751412429378531,132,0.24858757062146894
IC-CMA-ES,Base,0.62,20,common_all_structures_pass,32,305,0.10491803278688525,nan,nan,531,0.060263653483992465,nan,nan,305,0.5743879472693032,273,0.8950819672131147,32,0.10491803278688525
IC-CMA-ES,Base,0.63,10,structure_specific,86,306,0.28104575163398693,nan,nan,531,0.16195856873822975,nan,nan,306,0.576271186440678,303,0.5706214689265536,228,0.4293785310734463
IC-CMA-ES,Base,0.63,10,common_all_structures_pass,84,295,0.2847457627118644,nan,nan,531,0.15819209039548024,nan,nan,295,0.5555555555555556,211,0.7152542372881356,84,0.2847457627118644
